,Robust,Stable,Classification
83,Do not know,Do not know,"{1.0, 2.0, 5.0, 6.0}"
84,Do not know,Do not know,"{1.0, 3.0, 5.0, 6.0, 9.0}"
85,Do not know,Do not know,"{1.0, 2.0}"
86,Do not know,Do not know,"{1.0, 2.0, 7.0}"
87,Yes,Yes,{0.0}
88,Do not know,Do not know,"{8.0, 5.0}"
89,Yes,Yes,{0.0}
90,Do not know,Do not know,"{9.0, 4.0}"
91,Do not know,Do not know,"{1.0, 2.0, 7.0}"
92,Do not know,Do not know,"{1.0, 3.0, 5.0}"
93,Do not know,Do not know,"{8.0, 7.0}"
94,Do not know,Do not know,"{1.0, 2.0}"
95,Do not know,Do not know,"{9.0, 3.0, 5.0}"
96,Yes,Yes,{0.0}
97,Yes,Yes,{8.0}
98,Yes,Yes,{4.0}
99,Do not know,Do not know,"{8.0, 7.0}"
100,Yes,Yes,{6.0}
101,Do not know,Do not know,"{2.0, 7.0}"
102,Do not know,Do not know,"{9.0, 4.0}"
103,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
104,Yes,Yes,{7.0}
105,Do not know,Do not know,"{9.0, 3.0, 5.0}"
106,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
107,Do not know,Do not know,"{1.0, 2.0}"
108,Do not know,Do not know,"{1.0, 3.0, 5.0}"
109,Yes,Yes,{1.0}
110,Yes,Yes,{1.0}
111,Do not know,Do not know,"{1.0, 3.0}"
112,Yes,Yes,{7.0}
113,Do not know,Do not know,"{1.0, 2.0, 7.0}"
114,Do not know,Do not know,"{1.0, 2.0, 7.0}"
115,Do not know,Do not know,"{8.0, 1.0, 2.0, 7.0}"
116,Do not know,Do not know,"{8.0, 5.0, 6.0}"
117,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
118,Yes,Yes,{8.0}
119,Do not know,Do not know,"{1.0, 2.0}"
120,Yes,Yes,{6.0}
121,Do not know,Do not know,"{4.0, 6.0}"
122,Do not know,Do not know,"{9.0, 5.0, 6.0}"
123,Do not know,Do not know,"{1.0, 3.0, 5.0}"
124,Yes,Yes,{0.0}
125,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
126,Do not know,Do not know,"{5.0, 6.0}"
127,Do not know,Do not know,"{9.0, 4.0}"
128,Yes,Yes,{0.0}
129,Do not know,Do not know,"{1.0, 2.0, 7.0}"
130,Do not know,Do not know,"{9.0, 4.0, 5.0, 6.0}"
131,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
132,Do not know,Do not know,"{8.0, 5.0}"
133,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 8.0}"
134,Do not know,Do not know,"{9.0, 4.0}"
135,Do not know,Do not know,"{1.0, 2.0, 3.0, 4.0, 7.0, 9.0}"
136,Do not know,Do not know,"{9.0, 4.0}"
137,Yes,Yes,{0.0}
138,Do not know,Do not know,"{9.0, 3.0, 5.0}"
139,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
140,Yes,Yes,{0.0}
141,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 9.0}"
142,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
143,Do not know,Do not know,"{0.0, 8.0, 6.0}"
144,Yes,Yes,{8.0}
145,Do not know,Do not know,"{1.0, 2.0, 7.0}"
146,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
147,Do not know,Do not know,"{1.0, 3.0, 7.0}"
148,Yes,Yes,{4.0}
149,Do not know,Do not know,"{9.0, 4.0}"
150,Yes,Yes,{0.0}
151,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
152,Do not know,Do not know,"{1.0, 2.0}"
153,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0}"
154,Do not know,Do not know,"{1.0, 2.0, 7.0}"
155,Do not know,Do not know,"{8.0, 1.0, 7.0}"
156,Do not know,Do not know,"{1.0, 2.0, 7.0}"
157,Yes,Yes,{4.0}
158,Do not know,Do not know,"{5.0, 6.0}"
159,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
160,Do not know,Do not know,"{9.0, 3.0, 5.0}"
161,Do not know,Do not know,"{9.0, 3.0, 5.0}"
162,Do not know,Do not know,"{9.0, 3.0, 5.0}"
163,Yes,Yes,{0.0}
164,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
165,Do not know,Do not know,"{9.0, 4.0}"
166,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
167,Do not know,Do not know,"{1.0, 2.0, 3.0, 4.0, 7.0, 9.0}"
168,Yes,Yes,{0.0}
169,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
170,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
171,Do not know,Do not know,"{1.0, 2.0, 7.0}"
172,Do not know,Do not know,"{0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0}"
173,Yes,Yes,{6.0}
174,Do not know,Do not know,"{8.0, 5.0}"
175,Do not know,Do not know,"{5.0, 6.0}"
176,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
177,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
178,Do not know,Do not know,"{5.0, 6.0}"
179,Yes,Yes,{0.0}
180,Do not know,Do not know,"{9.0, 3.0, 4.0, 5.0}"
181,Yes,Yes,{1.0}
182,Yes,Yes,{6.0}
183,Yes,Yes,{0.0}
184,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
185,Yes,Yes,{8.0}
186,Yes,Yes,{6.0}
187,Yes,Yes,{0.0}
188,Do not know,Do not know,"{4.0, 6.0}"
189,Yes,Yes,{4.0}
190,Do not know,Do not know,"{1.0, 2.0}"
191,Do not know,Do not know,"{1.0, 3.0, 5.0, 6.0, 9.0}"
192,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
193,Do not know,Do not know,"{8.0, 4.0}"
194,Do not know,Do not know,"{1.0, 2.0, 7.0}"
195,Do not know,Do not know,"{5.0, 6.0}"
196,Yes,Yes,{0.0}
197,Do not know,Do not know,"{1.0, 3.0, 5.0}"
198,Yes,Yes,{0.0}
199,Do not know,Do not know,"{0.0, 4.0, 6.0}"
200,Do not know,Do not know,"{1.0, 5.0, 9.0}"
201,Do not know,Do not know,"{1.0, 2.0, 7.0}"
202,Do not know,Do not know,"{1.0, 2.0, 7.0}"
203,Yes,Yes,{6.0}
204,Do not know,Do not know,"{1.0, 2.0, 7.0}"
205,Do not know,Do not know,"{1.0, 5.0, 9.0}"
206,Yes,Yes,{8.0}
207,Do not know,Do not know,"{1.0, 7.0}"
208,Yes,Yes,{0.0}
209,Yes,Yes,{7.0}
210,Yes,Yes,{1.0}
211,Yes,Yes,{8.0}
212,Yes,Yes,{6.0}
213,Do not know,Do not know,"{1.0, 3.0, 9.0}"
214,Do not know,Do not know,"{1.0, 2.0, 4.0, 7.0}"
215,Do not know,Do not know,"{1.0, 2.0, 7.0}"
216,Do not know,Do not know,"{1.0, 2.0, 3.0, 4.0, 7.0, 9.0}"
217,Do not know,Do not know,"{8.0, 5.0, 7.0}"
218,Do not know,Do not know,"{5.0, 6.0}"
219,Yes,Yes,{4.0}
220,Do not know,Do not know,"{9.0, 4.0}"
221,Do not know,Do not know,"{9.0, 3.0}"
222,Yes,Yes,{8.0}
223,Do not know,Do not know,"{8.0, 1.0, 7.0}"
224,Do not know,Do not know,"{1.0, 2.0, 3.0}"
225,Do not know,Do not know,"{5.0, 6.0}"
226,Yes,Yes,{0.0}
227,Do not know,Do not know,"{1.0, 2.0}"
228,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
229,Yes,Yes,{7.0}
230,Do not know,Do not know,"{8.0, 6.0, 7.0}"
231,Do not know,Do not know,"{1.0, 9.0}"
232,Do not know,Do not know,"{0.0, 8.0, 6.0}"
233,Do not know,Do not know,"{1.0, 6.0}"
234,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
235,Do not know,Do not know,"{1.0, 2.0, 3.0, 5.0, 7.0}"
236,Do not know,Do not know,"{0.0, 6.0}"
237,Yes,Yes,{6.0}
238,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0, 6.0, 9.0}"
239,Yes,Yes,{6.0}
240,Yes,Yes,{7.0}
241,Yes,Yes,{0.0}
242,Do not know,Do not know,"{9.0, 5.0}"
243,Do not know,Do not know,"{1.0, 2.0, 3.0, 4.0, 7.0, 9.0}"
244,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
245,Yes,Yes,{6.0}
246,Do not know,Do not know,"{4.0, 6.0}"
247,Yes,Yes,{8.0}
248,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
249,Do not know,Do not know,"{1.0, 2.0}"
250,Yes,Yes,{1.0}
251,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 9.0}"
252,Do not know,Do not know,"{8.0, 5.0}"
253,Do not know,Do not know,"{1.0, 2.0, 7.0}"
254,Do not know,Do not know,"{5.0, 6.0}"
255,Yes,Yes,{0.0}
256,Do not know,Do not know,"{1.0, 2.0}"
257,Yes,Yes,{6.0}
258,Yes,Yes,{4.0}
259,Do not know,Do not know,"{1.0, 2.0, 7.0}"
260,Do not know,Do not know,"{9.0, 4.0}"
261,Yes,Yes,{8.0}
262,Do not know,Do not know,"{9.0, 4.0}"
263,Yes,Yes,{6.0}
264,Do not know,Do not know,"{1.0, 9.0}"
265,Yes,Yes,{0.0}
266,Do not know,Do not know,"{9.0, 3.0, 5.0}"
267,Do not know,Do not know,"{0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 8.0, 9.0}"
268,Do not know,Do not know,"{1.0, 2.0}"
269,Yes,Yes,{0.0}
270,Do not know,Do not know,"{8.0, 1.0, 2.0, 7.0}"
271,Do not know,Do not know,"{1.0, 4.0, 9.0, 7.0}"
272,Do not know,Do not know,"{1.0, 2.0, 7.0}"
273,Yes,Yes,{6.0}
274,Do not know,Do not know,"{1.0, 2.0, 7.0}"
275,Do not know,Do not know,"{1.0, 2.0, 5.0}"
276,Yes,Yes,{8.0}
277,Do not know,Do not know,"{1.0, 2.0, 7.0}"
278,Do not know,Do not know,"{1.0, 2.0}"
279,Do not know,Do not know,"{9.0, 3.0, 5.0}"
280,Do not know,Do not know,"{1.0, 2.0, 7.0}"
281,Do not know,Do not know,"{1.0, 2.0, 7.0}"
282,Do not know,Do not know,"{1.0, 2.0}"
283,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
284,Yes,Yes,{0.0}
285,Yes,Yes,{0.0}
286,Do not know,Do not know,"{1.0, 2.0, 7.0}"
287,Do not know,Do not know,"{0.0, 8.0, 5.0}"
288,Do not know,Do not know,"{1.0, 3.0, 9.0}"
289,Do not know,Do not know,"{1.0, 2.0, 7.0}"
290,Do not know,Do not know,"{1.0, 3.0}"
291,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
292,Yes,Yes,{0.0}
293,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
294,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
295,Do not know,Do not know,"{8.0, 5.0}"
296,Yes,Yes,{8.0}
297,Do not know,Do not know,"{9.0, 5.0}"
298,Yes,Yes,{1.0}
299,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
300,Do not know,Do not know,"{9.0, 3.0, 5.0}"
301,Do not know,Do not know,"{5.0, 6.0}"
302,Yes,Yes,{6.0}
303,Yes,Yes,{0.0}
304,Do not know,Do not know,"{9.0, 4.0}"
305,Yes,Yes,{4.0}
306,Do not know,Do not know,"{1.0, 2.0, 7.0}"
307,Yes,Yes,{6.0}
308,Do not know,Do not know,"{1.0, 3.0, 5.0, 8.0, 9.0}"
309,Yes,Yes,{4.0}
310,Yes,Yes,{6.0}
311,Do not know,Do not know,"{1.0, 4.0, 5.0, 6.0}"
312,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
313,Do not know,Do not know,"{8.0, 5.0}"
314,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 8.0}"
315,Yes,Yes,{8.0}
316,Do not know,Do not know,"{9.0, 4.0}"
317,Do not know,Do not know,"{9.0, 4.0, 5.0}"
318,Yes,Yes,{8.0}
319,Do not know,Do not know,"{1.0, 2.0, 7.0}"
320,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
321,Yes,Yes,{0.0}
322,Do not know,Do not know,"{8.0, 1.0, 2.0, 7.0}"
323,Do not know,Do not know,"{1.0, 3.0, 5.0}"
324,Do not know,Do not know,"{5.0, 6.0}"
325,Do not know,Do not know,"{1.0, 2.0, 7.0}"
326,Do not know,Do not know,"{8.0, 1.0, 2.0, 7.0}"
327,Do not know,Do not know,"{5.0, 6.0}"
328,Yes,Yes,{8.0}
329,Yes,Yes,{6.0}
330,Do not know,Do not know,"{1.0, 3.0, 5.0}"
331,Yes,Yes,{4.0}
332,Yes,Yes,{7.0}
333,Do not know,Do not know,"{1.0, 2.0, 7.0}"
334,Yes,Yes,{8.0}
335,Do not know,Do not know,"{0.0, 6.0}"
336,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
337,Do not know,Do not know,"{9.0, 3.0, 5.0}"
338,Yes,Yes,{7.0}
339,Do not know,Do not know,"{2.0, 7.0}"
340,Do not know,Do not know,"{8.0, 5.0}"
341,Yes,Yes,{4.0}
342,Yes,Yes,{0.0}
343,Do not know,Do not know,"{0.0, 8.0, 5.0}"
344,Do not know,Do not know,"{1.0, 2.0}"
345,Do not know,Do not know,"{1.0, 9.0}"
346,Do not know,Do not know,"{1.0, 2.0, 7.0}"
347,Do not know,Do not know,"{9.0, 4.0}"
348,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
349,Yes,Yes,{8.0}
350,Do not know,Do not know,"{9.0, 4.0}"
351,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
352,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
353,Do not know,Do not know,"{9.0, 3.0, 5.0, 6.0}"
354,Do not know,Do not know,"{1.0, 2.0, 7.0}"
355,Do not know,Do not know,"{5.0, 6.0}"
356,Do not know,Do not know,"{9.0, 4.0, 5.0, 6.0}"
357,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
358,Do not know,Do not know,"{9.0, 4.0}"
359,Yes,Yes,{8.0}
360,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
361,Do not know,Do not know,"{1.0, 2.0}"
362,Do not know,Do not know,"{1.0, 2.0}"
363,Do not know,Do not know,"{1.0, 2.0}"
364,Do not know,Do not know,"{3.0, 4.0, 5.0, 6.0, 9.0}"
365,Do not know,Do not know,"{1.0, 2.0, 7.0}"
366,Do not know,Do not know,"{1.0, 2.0, 7.0}"
367,Do not know,Do not know,"{2.0, 7.0}"
368,Yes,Yes,{6.0}
369,Yes,Yes,{0.0}
370,Do not know,Do not know,"{9.0, 4.0}"
371,Yes,Yes,{0.0}
372,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
373,Do not know,Do not know,"{8.0, 7.0}"
374,Do not know,Do not know,"{1.0, 2.0}"
375,Do not know,Do not know,"{8.0, 5.0}"
376,Yes,Yes,{4.0}
377,Yes,Yes,{8.0}
378,Yes,Yes,{8.0}
379,Do not know,Do not know,"{9.0, 4.0, 5.0}"
380,Yes,Yes,{7.0}
381,Do not know,Do not know,"{1.0, 2.0, 7.0}"
382,Do not know,Do not know,"{8.0, 5.0}"
383,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
384,Do not know,Do not know,"{1.0, 2.0, 7.0}"
385,Do not know,Do not know,"{0.0, 6.0}"
386,Yes,Yes,{6.0}
387,Do not know,Do not know,"{0.0, 8.0}"
388,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
389,Yes,Yes,{4.0}
390,Yes,Yes,{0.0}
391,Do not know,Do not know,"{8.0, 1.0, 2.0, 7.0}"
392,Yes,Yes,{1.0}
393,Do not know,Do not know,"{9.0, 5.0}"
394,Do not know,Do not know,"{1.0, 3.0, 7.0}"
395,Do not know,Do not know,"{1.0, 2.0, 7.0}"
396,Do not know,Do not know,"{5.0, 6.0}"
397,Do not know,Do not know,"{0.0, 4.0, 6.0}"
398,Do not know,Do not know,"{4.0, 6.0}"
399,Do not know,Do not know,"{1.0, 2.0, 7.0}"
400,Yes,Yes,{6.0}
401,Do not know,Do not know,"{0.0, 6.0}"
402,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 9.0}"
403,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
404,Do not know,Do not know,"{1.0, 4.0, 5.0, 6.0, 9.0}"
405,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
406,Yes,Yes,{9.0}
407,Do not know,Do not know,"{1.0, 2.0, 7.0}"
408,Do not know,Do not know,"{1.0, 2.0, 7.0}"
409,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
410,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
411,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
412,Do not know,Do not know,"{1.0, 2.0, 7.0}"
413,Yes,Yes,{7.0}
414,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
415,Do not know,Do not know,"{9.0, 5.0}"
416,Yes,Yes,{0.0}
417,Do not know,Do not know,"{1.0, 2.0, 7.0}"
418,Yes,Yes,{4.0}
419,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
420,Do not know,Do not know,"{8.0, 7.0}"
421,Yes,Yes,{4.0}
422,Yes,Yes,{8.0}
423,Do not know,Do not know,"{1.0, 3.0, 5.0}"
424,Yes,Yes,{8.0}
425,Do not know,Do not know,"{9.0, 4.0, 5.0}"
426,Yes,Yes,{0.0}
427,Do not know,Do not know,"{0.0, 6.0}"
428,Do not know,Do not know,"{1.0, 3.0, 5.0, 6.0, 9.0}"
429,Do not know,Do not know,"{0.0, 6.0}"
430,Do not know,Do not know,"{0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 8.0, 9.0}"
431,Do not know,Do not know,"{9.0, 3.0, 5.0}"
432,Do not know,Do not know,"{1.0, 2.0, 7.0}"
433,Do not know,Do not know,"{9.0, 4.0, 5.0}"
434,Yes,Yes,{8.0}
435,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
436,Do not know,Do not know,"{1.0, 2.0, 7.0}"
437,Do not know,Do not know,"{8.0, 5.0}"
438,Do not know,Do not know,"{8.0, 2.0, 5.0, 7.0}"
439,Yes,Yes,{0.0}
440,Do not know,Do not know,"{9.0, 4.0, 5.0, 6.0}"
441,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
442,Do not know,Do not know,"{1.0, 3.0, 9.0}"
443,Yes,Yes,{6.0}
444,Do not know,Do not know,"{1.0, 2.0, 7.0}"
445,Do not know,Do not know,"{1.0, 2.0, 7.0}"
446,Yes,Yes,{1.0}
447,Do not know,Do not know,"{9.0, 4.0, 5.0}"
448,Do not know,Do not know,"{1.0, 3.0, 4.0, 7.0}"
449,Yes,Yes,{6.0}
450,Do not know,Do not know,"{9.0, 5.0, 6.0}"
451,Yes,Yes,{8.0}
452,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
453,Do not know,Do not know,"{0.0, 6.0}"
454,Do not know,Do not know,"{1.0, 2.0, 3.0}"
455,Yes,Yes,{4.0}
456,Yes,Yes,{0.0}
457,Do not know,Do not know,"{4.0, 6.0}"
458,Do not know,Do not know,"{9.0, 4.0, 7.0}"
459,Do not know,Do not know,"{9.0, 5.0}"
460,Yes,Yes,{0.0}
461,Do not know,Do not know,"{1.0, 3.0, 5.0, 7.0, 9.0}"
462,Do not know,Do not know,"{1.0, 3.0, 7.0}"
463,Do not know,Do not know,"{1.0, 6.0}"
464,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
465,Do not know,Do not know,"{0.0, 6.0}"
466,Do not know,Do not know,"{1.0, 9.0}"
467,Yes,Yes,{0.0}
468,Yes,Yes,{6.0}
469,Yes,Yes,{8.0}
470,Do not know,Do not know,"{1.0, 2.0}"
471,Do not know,Do not know,"{8.0, 7.0}"
472,Do not know,Do not know,"{9.0, 3.0, 4.0, 5.0}"
473,Do not know,Do not know,"{9.0, 5.0, 6.0}"
474,Do not know,Do not know,"{5.0, 6.0}"
475,Yes,Yes,{8.0}
476,Yes,Yes,{4.0}
477,Do not know,Do not know,"{9.0, 4.0, 5.0}"
478,Do not know,Do not know,"{1.0, 2.0}"
479,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
480,Yes,Yes,{6.0}
481,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
482,Do not know,Do not know,"{2.0, 7.0}"
483,Do not know,Do not know,"{1.0, 2.0, 4.0, 6.0}"
484,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
485,Do not know,Do not know,"{9.0, 4.0}"
486,Do not know,Do not know,"{8.0, 5.0}"
487,Do not know,Do not know,"{2.0, 7.0}"
488,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
489,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
490,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0, 9.0}"
491,Do not know,Do not know,"{9.0, 5.0}"
492,Do not know,Do not know,"{9.0, 3.0, 5.0}"
493,Yes,Yes,{6.0}
494,Do not know,Do not know,"{1.0, 2.0, 3.0, 5.0, 7.0, 9.0}"
495,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
496,Do not know,Do not know,"{1.0, 3.0, 9.0, 7.0}"
497,Do not know,Do not know,"{1.0, 7.0}"
498,Do not know,Do not know,"{9.0, 3.0, 5.0}"
499,Yes,Yes,{6.0}
500,Do not know,Do not know,"{3.0, 4.0, 5.0, 6.0, 9.0}"
501,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
502,Do not know,Do not know,"{1.0, 3.0, 5.0}"
503,Do not know,Do not know,"{1.0, 2.0, 5.0, 6.0, 9.0}"
504,Yes,Yes,{4.0}
505,Yes,Yes,{6.0}
506,Do not know,Do not know,"{1.0, 2.0}"
507,Do not know,Do not know,"{8.0, 5.0, 7.0}"
508,Do not know,Do not know,"{9.0, 5.0}"
509,Yes,Yes,{0.0}
510,Do not know,Do not know,"{2.0, 7.0}"
511,Do not know,Do not know,"{1.0, 3.0, 7.0}"
512,Do not know,Do not know,"{1.0, 3.0, 5.0, 9.0}"
513,Yes,Yes,{6.0}
514,Yes,Yes,{8.0}
515,Do not know,Do not know,"{1.0, 2.0, 3.0, 7.0}"
516,Do not know,Do not know,"{2.0, 7.0}"
517,Yes,Yes,{0.0}
518,Do not know,Do not know,"{9.0, 3.0, 5.0}"
519,Do not know,Do not know,"{5.0, 6.0}"
520,Yes,Yes,{0.0}
521,Yes,Yes,{0.0}
522,Do not know,Do not know,"{9.0, 3.0}"
523,Yes,Yes,{4.0}
524,Yes,Yes,{7.0}
525,Yes,Yes,{6.0}
526,Yes,Yes,{0.0}
527,Do not know,Do not know,"{9.0, 3.0, 4.0, 5.0}"
528,Do not know,Do not know,"{1.0, 3.0, 4.0, 7.0}"
529,Do not know,Do not know,"{0.0, 2.0, 4.0, 5.0, 6.0, 8.0}"
530,Do not know,Do not know,"{1.0, 2.0, 7.0}"
