,Robust,Stable,Classification
239,Do not know,Do not know,"{1.0, -1.0}"
240,Do not know,Do not know,"{1.0, -1.0}"
241,Do not know,Do not know,"{1.0, -1.0}"
242,Do not know,Do not know,"{1.0, -1.0}"
243,Yes,Yes,{-1.0}
244,Yes,Yes,{1.0}
245,Do not know,Do not know,"{1.0, -1.0}"
246,Yes,Yes,{-1.0}
247,Yes,Yes,{1.0}
248,Do not know,Do not know,"{1.0, -1.0}"
249,Yes,Yes,{-1.0}
250,Yes,Yes,{-1.0}
251,Do not know,Do not know,"{1.0, -1.0}"
252,Yes,Yes,{1.0}
253,Do not know,Do not know,"{1.0, -1.0}"
254,Do not know,Do not know,"{1.0, -1.0}"
255,Yes,Yes,{-1.0}
256,Yes,Yes,{1.0}
257,Yes,Yes,{1.0}
