,Robust,Stable,Classification
240,No,No,"{0, 1}"
241,No,No,"{0, 1}"
242,No,No,"{0, 1}"
243,No,No,"{0, 1}"
244,No,No,"{0, 1}"
245,No,No,"{0, 1}"
246,No,No,"{0, 1}"
247,No,No,"{0, 1}"
248,No,Yes,{0}
249,No,No,"{0, 1}"
250,No,Yes,{1}
251,No,No,"{0, 1}"
252,Yes,Yes,{1}
253,No,No,"{0, 1}"
254,No,No,"{0, 1}"
255,No,No,"{0, 1}"
256,No,No,"{0, 1}"
257,No,No,"{0, 1}"
258,No,No,"{0, 1}"
259,No,Yes,{0}
260,No,No,"{0, 1}"
261,No,No,"{0, 1}"
262,No,No,"{0, 1}"
263,No,No,"{0, 1}"
264,No,No,"{0, 1}"
265,No,No,"{0, 1}"
266,No,No,"{0, 1}"
267,No,No,"{0, 1}"
268,Yes,Yes,{0}
269,No,No,"{0, 1}"
270,No,No,"{0, 1}"
271,Yes,Yes,{0}
272,No,No,"{0, 1}"
273,No,No,"{0, 1}"
274,No,No,"{0, 1}"
275,No,No,"{0, 1}"
276,No,No,"{0, 1}"
277,Yes,Yes,{0}
278,No,No,"{0, 1}"
279,No,No,"{0, 1}"
280,No,No,"{0, 1}"
281,No,No,"{0, 1}"
282,No,No,"{0, 1}"
283,No,No,"{0, 1}"
284,No,No,"{0, 1}"
285,No,No,"{0, 1}"
286,No,No,"{0, 1}"
287,No,No,"{0, 1}"
288,No,No,"{0, 1}"
289,No,No,"{0, 1}"
290,No,Yes,{0}
291,Yes,Yes,{1}
292,No,Yes,{0}
293,No,No,"{0, 1}"
294,No,No,"{0, 1}"
295,No,No,"{0, 1}"
296,No,No,"{0, 1}"
297,No,No,"{0, 1}"
298,No,No,"{0, 1}"
299,No,No,"{0, 1}"
300,No,No,"{0, 1}"
301,No,No,"{0, 1}"
302,No,No,"{0, 1}"
303,No,No,"{0, 1}"
304,No,No,"{0, 1}"
305,No,No,"{0, 1}"
306,Yes,Yes,{0}
307,No,No,"{0, 1}"
308,No,No,"{0, 1}"
309,No,No,"{0, 1}"
310,No,No,"{0, 1}"
311,Yes,Yes,{0}
312,No,No,"{0, 1}"
313,No,No,"{0, 1}"
314,No,No,"{0, 1}"
315,No,No,"{0, 1}"
316,No,No,"{0, 1}"
317,No,No,"{0, 1}"
318,No,Yes,{0}
319,No,No,"{0, 1}"
320,Yes,Yes,{1}
321,No,No,"{0, 1}"
322,No,No,"{0, 1}"
323,No,No,"{0, 1}"
324,No,Yes,{0}
325,No,No,"{0, 1}"
326,No,No,"{0, 1}"
327,Yes,Yes,{1}
328,No,No,"{0, 1}"
329,Yes,Yes,{1}
330,Yes,Yes,{1}
331,No,No,"{0, 1}"
332,No,No,"{0, 1}"
333,No,No,"{0, 1}"
334,Yes,Yes,{1}
335,Yes,Yes,{1}
336,No,No,"{0, 1}"
337,No,No,"{0, 1}"
338,No,No,"{0, 1}"
339,No,No,"{0, 1}"
340,No,Yes,{1}
341,No,Yes,{0}
342,No,No,"{0, 1}"
343,No,No,"{0, 1}"
344,No,No,"{0, 1}"
345,No,No,"{0, 1}"
346,No,Yes,{1}
347,No,No,"{0, 1}"
348,No,No,"{0, 1}"
349,No,No,"{0, 1}"
350,No,No,"{0, 1}"
351,No,No,"{0, 1}"
352,No,No,"{0, 1}"
353,No,Yes,{1}
354,Yes,Yes,{1}
355,No,No,"{0, 1}"
356,No,No,"{0, 1}"
357,No,No,"{0, 1}"
358,No,No,"{0, 1}"
359,No,No,"{0, 1}"
360,No,No,"{0, 1}"
361,No,No,"{0, 1}"
362,No,No,"{0, 1}"
363,No,No,"{0, 1}"
364,No,No,"{0, 1}"
365,Yes,Yes,{1}
366,Yes,Yes,{1}
367,No,No,"{0, 1}"
368,Yes,Yes,{1}
369,No,No,"{0, 1}"
370,No,No,"{0, 1}"
371,No,No,"{0, 1}"
372,Yes,Yes,{0}
373,No,Yes,{1}
374,Yes,Yes,{1}
375,No,No,"{0, 1}"
376,No,No,"{0, 1}"
377,Yes,Yes,{1}
378,No,No,"{0, 1}"
379,Yes,Yes,{1}
380,Yes,Yes,{0}
381,Yes,Yes,{0}
382,Yes,Yes,{1}
383,No,No,"{0, 1}"
384,Yes,Yes,{0}
385,No,No,"{0, 1}"
386,No,No,"{0, 1}"
387,No,No,"{0, 1}"
388,No,No,"{0, 1}"
389,No,No,"{0, 1}"
390,No,Yes,{0}
391,Yes,Yes,{1}
392,No,No,"{0, 1}"
393,No,No,"{0, 1}"
394,No,No,"{0, 1}"
395,No,No,"{0, 1}"
396,No,No,"{0, 1}"
397,No,No,"{0, 1}"
398,No,No,"{0, 1}"
399,No,No,"{0, 1}"
400,No,No,"{0, 1}"
401,Yes,Yes,{1}
402,No,No,"{0, 1}"
403,No,No,"{0, 1}"
404,No,No,"{0, 1}"
405,No,No,"{0, 1}"
406,No,No,"{0, 1}"
407,No,No,"{0, 1}"
408,Yes,Yes,{1}
409,No,Yes,{0}
410,No,Yes,{0}
411,Yes,Yes,{0}
412,No,No,"{0, 1}"
413,No,No,"{0, 1}"
414,No,No,"{0, 1}"
415,No,No,"{0, 1}"
416,No,No,"{0, 1}"
417,No,No,"{0, 1}"
418,Yes,Yes,{1}
419,No,No,"{0, 1}"
420,No,No,"{0, 1}"
421,No,No,"{0, 1}"
422,No,No,"{0, 1}"
423,Yes,Yes,{1}
424,No,No,"{0, 1}"
425,No,No,"{0, 1}"
426,No,No,"{0, 1}"
427,No,No,"{0, 1}"
428,No,No,"{0, 1}"
429,No,No,"{0, 1}"
430,No,No,"{0, 1}"
431,No,No,"{0, 1}"
432,No,No,"{0, 1}"
433,Yes,Yes,{1}
434,No,No,"{0, 1}"
435,Yes,Yes,{1}
436,Yes,Yes,{0}
437,No,No,"{0, 1}"
438,No,No,"{0, 1}"
439,No,No,"{0, 1}"
440,Yes,Yes,{1}
441,No,No,"{0, 1}"
442,No,No,"{0, 1}"
443,No,No,"{0, 1}"
444,No,Yes,{0}
445,No,No,"{0, 1}"
446,No,No,"{0, 1}"
447,No,No,"{0, 1}"
448,No,No,"{0, 1}"
449,No,Yes,{0}
450,No,No,"{0, 1}"
451,Yes,Yes,{1}
452,No,No,"{0, 1}"
453,No,No,"{0, 1}"
454,No,No,"{0, 1}"
455,No,No,"{0, 1}"
456,No,No,"{0, 1}"
457,No,No,"{0, 1}"
458,No,No,"{0, 1}"
459,No,No,"{0, 1}"
460,No,No,"{0, 1}"
461,No,Yes,{0}
462,No,No,"{0, 1}"
463,No,No,"{0, 1}"
464,No,No,"{0, 1}"
465,No,No,"{0, 1}"
466,No,Yes,{0}
467,No,No,"{0, 1}"
468,No,No,"{0, 1}"
469,No,No,"{0, 1}"
470,No,Yes,{0}
471,No,No,"{0, 1}"
472,No,Yes,{0}
473,No,No,"{0, 1}"
474,No,No,"{0, 1}"
475,No,No,"{0, 1}"
476,No,No,"{0, 1}"
477,No,Yes,{1}
478,No,No,"{0, 1}"
479,Yes,Yes,{1}
480,No,Yes,{0}
481,No,No,"{0, 1}"
482,No,Yes,{1}
483,No,No,"{0, 1}"
484,No,No,"{0, 1}"
485,No,No,"{0, 1}"
486,No,No,"{0, 1}"
487,No,No,"{0, 1}"
488,No,No,"{0, 1}"
489,No,No,"{0, 1}"
490,No,No,"{0, 1}"
491,No,No,"{0, 1}"
492,No,No,"{0, 1}"
493,No,No,"{0, 1}"
494,No,No,"{0, 1}"
495,No,No,"{0, 1}"
496,No,Yes,{0}
497,No,No,"{0, 1}"
498,No,No,"{0, 1}"
499,Yes,Yes,{0}
500,Yes,Yes,{0}
501,No,No,"{0, 1}"
502,No,No,"{0, 1}"
503,No,No,"{0, 1}"
504,No,No,"{0, 1}"
505,No,Yes,{1}
506,No,No,"{0, 1}"
507,No,No,"{0, 1}"
508,No,No,"{0, 1}"
509,No,No,"{0, 1}"
510,No,No,"{0, 1}"
511,No,No,"{0, 1}"
512,No,No,"{0, 1}"
513,No,No,"{0, 1}"
514,Yes,Yes,{1}
515,No,No,"{0, 1}"
516,No,No,"{0, 1}"
517,No,No,"{0, 1}"
518,No,Yes,{1}
519,No,No,"{0, 1}"
520,Yes,Yes,{1}
521,No,No,"{0, 1}"
522,No,No,"{0, 1}"
523,No,No,"{0, 1}"
524,Yes,Yes,{1}
525,No,No,"{0, 1}"
526,No,No,"{0, 1}"
527,No,No,"{0, 1}"
528,No,No,"{0, 1}"
529,No,No,"{0, 1}"
530,No,No,"{0, 1}"
531,No,No,"{0, 1}"
532,No,No,"{0, 1}"
533,Yes,Yes,{1}
534,No,No,"{0, 1}"
535,No,No,"{0, 1}"
536,Yes,Yes,{1}
537,Yes,Yes,{1}
538,No,Yes,{1}
539,No,No,"{0, 1}"
540,No,No,"{0, 1}"
541,No,No,"{0, 1}"
542,Yes,Yes,{1}
543,No,No,"{0, 1}"
544,No,No,"{0, 1}"
545,No,No,"{0, 1}"
546,No,No,"{0, 1}"
547,Yes,Yes,{1}
548,No,Yes,{0}
549,No,No,"{0, 1}"
550,No,Yes,{1}
551,No,Yes,{1}
552,No,No,"{0, 1}"
553,No,No,"{0, 1}"
554,No,No,"{0, 1}"
555,Yes,Yes,{0}
556,No,No,"{0, 1}"
557,No,No,"{0, 1}"
558,No,No,"{0, 1}"
559,No,No,"{0, 1}"
560,No,No,"{0, 1}"
561,No,No,"{0, 1}"
562,No,No,"{0, 1}"
563,No,No,"{0, 1}"
564,No,No,"{0, 1}"
565,Yes,Yes,{1}
566,Yes,Yes,{1}
567,No,No,"{0, 1}"
568,No,No,"{0, 1}"
569,No,No,"{0, 1}"
570,No,No,"{0, 1}"
571,No,No,"{0, 1}"
572,No,No,"{0, 1}"
573,No,No,"{0, 1}"
574,No,No,"{0, 1}"
575,Yes,Yes,{1}
576,No,No,"{0, 1}"
577,Yes,Yes,{0}
578,No,No,"{0, 1}"
579,Yes,Yes,{1}
580,No,No,"{0, 1}"
581,No,No,"{0, 1}"
582,No,No,"{0, 1}"
583,No,No,"{0, 1}"
584,No,Yes,{1}
585,No,No,"{0, 1}"
586,No,No,"{0, 1}"
587,Yes,Yes,{1}
588,No,No,"{0, 1}"
589,No,No,"{0, 1}"
590,Yes,Yes,{1}
591,No,No,"{0, 1}"
592,No,No,"{0, 1}"
593,No,No,"{0, 1}"
594,No,No,"{0, 1}"
595,No,No,"{0, 1}"
596,No,No,"{0, 1}"
597,No,Yes,{1}
598,No,Yes,{0}
599,No,No,"{0, 1}"
600,No,No,"{0, 1}"
601,No,No,"{0, 1}"
602,No,No,"{0, 1}"
603,No,No,"{0, 1}"
604,No,No,"{0, 1}"
605,No,No,"{0, 1}"
606,No,No,"{0, 1}"
607,No,No,"{0, 1}"
608,Yes,Yes,{1}
609,No,No,"{0, 1}"
610,Yes,Yes,{0}
611,Yes,Yes,{1}
612,No,No,"{0, 1}"
613,No,No,"{0, 1}"
614,No,No,"{0, 1}"
615,No,No,"{0, 1}"
616,No,No,"{0, 1}"
617,No,No,"{0, 1}"
618,No,No,"{0, 1}"
619,No,No,"{0, 1}"
620,No,No,"{0, 1}"
621,Yes,Yes,{1}
622,No,No,"{0, 1}"
623,No,No,"{0, 1}"
624,No,No,"{0, 1}"
625,Yes,Yes,{0}
626,No,No,"{0, 1}"
627,No,No,"{0, 1}"
628,No,No,"{0, 1}"
629,No,No,"{0, 1}"
630,No,No,"{0, 1}"
631,No,No,"{0, 1}"
632,No,No,"{0, 1}"
633,Yes,Yes,{1}
634,Yes,Yes,{1}
635,No,No,"{0, 1}"
636,No,No,"{0, 1}"
637,Yes,Yes,{1}
638,No,No,"{0, 1}"
639,No,Yes,{1}
640,No,Yes,{0}
641,No,No,"{0, 1}"
642,No,No,"{0, 1}"
643,No,No,"{0, 1}"
644,No,No,"{0, 1}"
645,No,No,"{0, 1}"
646,No,No,"{0, 1}"
647,No,No,"{0, 1}"
648,No,Yes,{0}
649,No,Yes,{1}
650,No,No,"{0, 1}"
651,No,No,"{0, 1}"
652,No,No,"{0, 1}"
653,No,No,"{0, 1}"
654,No,No,"{0, 1}"
655,No,No,"{0, 1}"
656,No,No,"{0, 1}"
657,No,No,"{0, 1}"
658,No,No,"{0, 1}"
659,No,No,"{0, 1}"
660,No,No,"{0, 1}"
661,No,No,"{0, 1}"
662,No,No,"{0, 1}"
663,No,No,"{0, 1}"
664,Yes,Yes,{1}
665,No,No,"{0, 1}"
666,No,No,"{0, 1}"
667,No,No,"{0, 1}"
668,No,No,"{0, 1}"
669,Yes,Yes,{1}
670,Yes,Yes,{1}
671,Yes,Yes,{0}
672,No,No,"{0, 1}"
673,No,No,"{0, 1}"
674,No,No,"{0, 1}"
675,No,No,"{0, 1}"
676,No,No,"{0, 1}"
677,No,No,"{0, 1}"
678,No,No,"{0, 1}"
679,No,Yes,{1}
680,Yes,Yes,{0}
681,No,No,"{0, 1}"
682,No,Yes,{1}
683,Yes,Yes,{0}
684,No,Yes,{0}
685,No,No,"{0, 1}"
686,No,Yes,{1}
687,No,Yes,{0}
688,No,No,"{0, 1}"
689,No,No,"{0, 1}"
690,Yes,Yes,{0}
691,No,No,"{0, 1}"
692,Yes,Yes,{1}
693,Yes,Yes,{1}
694,No,No,"{0, 1}"
695,No,Yes,{0}
696,No,No,"{0, 1}"
697,No,No,"{0, 1}"
698,No,No,"{0, 1}"
699,No,No,"{0, 1}"
700,No,No,"{0, 1}"
701,No,No,"{0, 1}"
702,No,Yes,{0}
703,No,No,"{0, 1}"
704,Yes,Yes,{1}
705,No,No,"{0, 1}"
706,No,No,"{0, 1}"
707,No,No,"{0, 1}"
708,Yes,Yes,{1}
709,No,Yes,{1}
710,No,No,"{0, 1}"
711,No,No,"{0, 1}"
712,No,No,"{0, 1}"
713,No,No,"{0, 1}"
714,No,No,"{0, 1}"
715,Yes,Yes,{0}
716,No,Yes,{1}
717,No,No,"{0, 1}"
718,No,No,"{0, 1}"
719,No,No,"{0, 1}"
720,No,No,"{0, 1}"
721,No,No,"{0, 1}"
722,Yes,Yes,{1}
723,No,No,"{0, 1}"
724,No,No,"{0, 1}"
725,No,No,"{0, 1}"
726,No,No,"{0, 1}"
727,No,No,"{0, 1}"
728,No,No,"{0, 1}"
729,No,No,"{0, 1}"
730,No,No,"{0, 1}"
731,No,Yes,{1}
732,No,No,"{0, 1}"
733,No,No,"{0, 1}"
734,No,No,"{0, 1}"
735,No,No,"{0, 1}"
736,No,No,"{0, 1}"
737,No,No,"{0, 1}"
738,No,No,"{0, 1}"
739,No,No,"{0, 1}"
740,No,No,"{0, 1}"
741,No,No,"{0, 1}"
742,No,No,"{0, 1}"
743,No,No,"{0, 1}"
744,No,No,"{0, 1}"
745,No,No,"{0, 1}"
746,No,No,"{0, 1}"
747,No,No,"{0, 1}"
748,No,No,"{0, 1}"
749,No,No,"{0, 1}"
750,Yes,Yes,{0}
751,No,No,"{0, 1}"
752,No,No,"{0, 1}"
753,Yes,Yes,{1}
754,No,No,"{0, 1}"
755,No,No,"{0, 1}"
756,No,No,"{0, 1}"
757,No,No,"{0, 1}"
758,No,No,"{0, 1}"
759,No,No,"{0, 1}"
760,No,No,"{0, 1}"
761,No,Yes,{1}
762,No,No,"{0, 1}"
763,No,No,"{0, 1}"
764,No,No,"{0, 1}"
765,No,No,"{0, 1}"
766,Yes,Yes,{1}
767,No,No,"{0, 1}"
768,No,No,"{0, 1}"
769,Yes,Yes,{0}
770,No,Yes,{1}
771,No,No,"{0, 1}"
772,No,No,"{0, 1}"
773,No,No,"{0, 1}"
774,No,No,"{0, 1}"
775,No,Yes,{0}
776,No,No,"{0, 1}"
777,No,No,"{0, 1}"
778,No,No,"{0, 1}"
779,No,No,"{0, 1}"
780,No,No,"{0, 1}"
781,No,No,"{0, 1}"
782,Yes,Yes,{1}
783,No,No,"{0, 1}"
784,No,No,"{0, 1}"
785,Yes,Yes,{0}
786,No,No,"{0, 1}"
787,No,No,"{0, 1}"
788,No,Yes,{0}
789,No,No,"{0, 1}"
790,No,No,"{0, 1}"
791,No,Yes,{1}
792,No,No,"{0, 1}"
793,No,No,"{0, 1}"
794,No,No,"{0, 1}"
795,Yes,Yes,{1}
796,No,No,"{0, 1}"
797,No,No,"{0, 1}"
798,Yes,Yes,{1}
799,No,No,"{0, 1}"
800,Yes,Yes,{1}
801,No,No,"{0, 1}"
802,No,No,"{0, 1}"
803,No,No,"{0, 1}"
804,No,No,"{0, 1}"
805,No,No,"{0, 1}"
806,No,No,"{0, 1}"
807,Yes,Yes,{1}
808,No,No,"{0, 1}"
809,No,No,"{0, 1}"
810,Yes,Yes,{1}
811,No,No,"{0, 1}"
812,No,No,"{0, 1}"
813,No,Yes,{0}
814,No,No,"{0, 1}"
815,No,No,"{0, 1}"
816,No,No,"{0, 1}"
817,No,No,"{0, 1}"
818,No,No,"{0, 1}"
819,No,No,"{0, 1}"
820,Yes,Yes,{1}
821,No,No,"{0, 1}"
822,No,No,"{0, 1}"
823,No,No,"{0, 1}"
824,No,No,"{0, 1}"
825,No,Yes,{1}
826,No,No,"{0, 1}"
827,No,No,"{0, 1}"
828,No,No,"{0, 1}"
829,No,No,"{0, 1}"
830,No,No,"{0, 1}"
831,No,Yes,{1}
832,Yes,Yes,{1}
833,No,No,"{0, 1}"
834,No,No,"{0, 1}"
835,No,No,"{0, 1}"
836,Yes,Yes,{0}
837,No,No,"{0, 1}"
838,No,No,"{0, 1}"
839,No,No,"{0, 1}"
840,No,No,"{0, 1}"
841,No,No,"{0, 1}"
842,No,No,"{0, 1}"
843,No,No,"{0, 1}"
844,No,No,"{0, 1}"
845,No,No,"{0, 1}"
846,No,No,"{0, 1}"
847,No,No,"{0, 1}"
848,No,No,"{0, 1}"
849,No,No,"{0, 1}"
850,No,No,"{0, 1}"
851,No,No,"{0, 1}"
852,Yes,Yes,{0}
853,No,No,"{0, 1}"
854,No,No,"{0, 1}"
855,No,No,"{0, 1}"
856,No,No,"{0, 1}"
857,No,No,"{0, 1}"
858,No,No,"{0, 1}"
859,Yes,Yes,{0}
860,Yes,Yes,{1}
861,No,No,"{0, 1}"
862,No,No,"{0, 1}"
863,No,No,"{0, 1}"
864,Yes,Yes,{1}
865,No,No,"{0, 1}"
866,No,No,"{0, 1}"
867,No,No,"{0, 1}"
868,No,No,"{0, 1}"
869,No,No,"{0, 1}"
870,No,No,"{0, 1}"
871,No,No,"{0, 1}"
872,Yes,Yes,{0}
873,No,No,"{0, 1}"
874,No,No,"{0, 1}"
875,No,No,"{0, 1}"
876,No,Yes,{1}
877,Yes,Yes,{1}
878,No,No,"{0, 1}"
879,No,No,"{0, 1}"
880,No,No,"{0, 1}"
881,No,No,"{0, 1}"
882,No,No,"{0, 1}"
883,No,No,"{0, 1}"
884,Yes,Yes,{1}
885,Yes,Yes,{1}
886,No,No,"{0, 1}"
887,No,No,"{0, 1}"
888,No,No,"{0, 1}"
889,No,No,"{0, 1}"
890,No,No,"{0, 1}"
891,No,Yes,{1}
892,No,No,"{0, 1}"
893,No,No,"{0, 1}"
894,No,No,"{0, 1}"
895,No,No,"{0, 1}"
896,Yes,Yes,{1}
897,No,No,"{0, 1}"
898,No,No,"{0, 1}"
899,No,No,"{0, 1}"
900,No,No,"{0, 1}"
901,No,No,"{0, 1}"
902,Yes,Yes,{1}
903,No,No,"{0, 1}"
904,No,No,"{0, 1}"
905,No,No,"{0, 1}"
906,No,No,"{0, 1}"
907,Yes,Yes,{0}
908,Yes,Yes,{1}
909,No,No,"{0, 1}"
910,No,No,"{0, 1}"
911,No,No,"{0, 1}"
912,No,No,"{0, 1}"
913,No,No,"{0, 1}"
914,No,No,"{0, 1}"
915,No,No,"{0, 1}"
916,No,No,"{0, 1}"
917,No,No,"{0, 1}"
918,Yes,Yes,{1}
919,Yes,Yes,{1}
920,Yes,Yes,{1}
921,No,Yes,{0}
922,No,No,"{0, 1}"
923,No,No,"{0, 1}"
924,No,No,"{0, 1}"
925,No,No,"{0, 1}"
926,No,No,"{0, 1}"
927,Yes,Yes,{1}
928,No,No,"{0, 1}"
929,No,No,"{0, 1}"
930,No,No,"{0, 1}"
931,Yes,Yes,{1}
932,No,No,"{0, 1}"
933,No,No,"{0, 1}"
934,Yes,Yes,{1}
935,No,No,"{0, 1}"
936,No,No,"{0, 1}"
937,No,No,"{0, 1}"
938,No,No,"{0, 1}"
939,No,No,"{0, 1}"
940,No,No,"{0, 1}"
941,No,Yes,{1}
942,No,No,"{0, 1}"
943,Yes,Yes,{1}
944,No,Yes,{1}
945,No,No,"{0, 1}"
946,No,No,"{0, 1}"
947,No,No,"{0, 1}"
948,No,No,"{0, 1}"
949,No,No,"{0, 1}"
950,No,No,"{0, 1}"
951,No,No,"{0, 1}"
952,No,No,"{0, 1}"
953,No,No,"{0, 1}"
954,No,No,"{0, 1}"
955,No,No,"{0, 1}"
956,No,Yes,{0}
