,Robust,Stable,Classification
69,Do not know,Do not know,"{0, 1}"
70,Do not know,Do not know,"{0, 1}"
71,Do not know,Do not know,"{0, 1}"
72,No,Yes,{0}
73,Do not know,Do not know,"{0, 1}"
74,Yes,Yes,{1}
75,Do not know,Do not know,"{0, 1}"
76,No,Yes,{1}
77,Do not know,Do not know,"{0, 1}"
78,Do not know,Do not know,"{0, 1}"
79,Do not know,Do not know,"{0, 1}"
80,No,Yes,{0}
81,Do not know,Do not know,"{0, 1}"
82,Do not know,Do not know,"{0, 1}"
83,Do not know,Do not know,"{0, 1}"
84,No,Yes,{0}
85,Yes,Yes,{0}
86,Do not know,Do not know,"{0, 1}"
87,Do not know,Do not know,"{0, 1}"
88,No,Yes,{0}
89,Do not know,Do not know,"{0, 1}"
90,Do not know,Do not know,"{0, 1}"
91,Do not know,Do not know,"{0, 1}"
92,Do not know,Do not know,"{0, 1}"
93,Yes,Yes,{0}
94,Yes,Yes,{1}
95,Yes,Yes,{0}
96,Do not know,Do not know,"{0, 1}"
97,Do not know,Do not know,"{0, 1}"
98,Do not know,Do not know,"{0, 1}"
99,Do not know,Do not know,"{0, 1}"
100,Do not know,Do not know,"{0, 1}"
101,No,Yes,{0}
102,Do not know,Do not know,"{0, 1}"
103,Do not know,Do not know,"{0, 1}"
104,Yes,Yes,{0}
105,Do not know,Do not know,"{0, 1}"
106,Do not know,Do not know,"{0, 1}"
107,Do not know,Do not know,"{0, 1}"
108,Do not know,Do not know,"{0, 1}"
109,No,Yes,{1}
110,Yes,Yes,{1}
111,Do not know,Do not know,"{0, 1}"
112,Yes,Yes,{1}
113,Yes,Yes,{0}
114,Do not know,Do not know,"{0, 1}"
115,Do not know,Do not know,"{0, 1}"
116,Do not know,Do not know,"{0, 1}"
117,Do not know,Do not know,"{0, 1}"
118,Do not know,Do not know,"{0, 1}"
119,Do not know,Do not know,"{0, 1}"
120,Do not know,Do not know,"{0, 1}"
121,Do not know,Do not know,"{0, 1}"
122,Do not know,Do not know,"{0, 1}"
123,Do not know,Do not know,"{0, 1}"
124,Do not know,Do not know,"{0, 1}"
125,Do not know,Do not know,"{0, 1}"
126,Do not know,Do not know,"{0, 1}"
127,No,Yes,{0}
128,Do not know,Do not know,"{0, 1}"
129,Do not know,Do not know,"{0, 1}"
130,Do not know,Do not know,"{0, 1}"
131,Yes,Yes,{1}
132,Do not know,Do not know,"{0, 1}"
133,Do not know,Do not know,"{0, 1}"
134,Do not know,Do not know,"{0, 1}"
135,Do not know,Do not know,"{0, 1}"
136,Do not know,Do not know,"{0, 1}"
137,No,Yes,{1}
138,Do not know,Do not know,"{0, 1}"
139,Do not know,Do not know,"{0, 1}"
140,Do not know,Do not know,"{0, 1}"
141,Do not know,Do not know,"{0, 1}"
142,Do not know,Do not know,"{0, 1}"
143,Do not know,Do not know,"{0, 1}"
144,Do not know,Do not know,"{0, 1}"
145,Do not know,Do not know,"{0, 1}"
146,Do not know,Do not know,"{0, 1}"
147,Do not know,Do not know,"{0, 1}"
148,Do not know,Do not know,"{0, 1}"
149,Do not know,Do not know,"{0, 1}"
150,Yes,Yes,{1}
151,Do not know,Do not know,"{0, 1}"
152,Do not know,Do not know,"{0, 1}"
153,Do not know,Do not know,"{0, 1}"
154,Do not know,Do not know,"{0, 1}"
155,Do not know,Do not know,"{0, 1}"
156,Do not know,Do not know,"{0, 1}"
157,Do not know,Do not know,"{0, 1}"
158,Do not know,Do not know,"{0, 1}"
159,Do not know,Do not know,"{0, 1}"
160,Do not know,Do not know,"{0, 1}"
161,Do not know,Do not know,"{0, 1}"
162,Do not know,Do not know,"{0, 1}"
163,Do not know,Do not know,"{0, 1}"
164,Do not know,Do not know,"{0, 1}"
165,Do not know,Do not know,"{0, 1}"
166,Do not know,Do not know,"{0, 1}"
167,Do not know,Do not know,"{0, 1}"
168,Do not know,Do not know,"{0, 1}"
169,Do not know,Do not know,"{0, 1}"
170,Do not know,Do not know,"{0, 1}"
171,Do not know,Do not know,"{0, 1}"
172,Do not know,Do not know,"{0, 1}"
173,Do not know,Do not know,"{0, 1}"
174,Yes,Yes,{1}
175,Do not know,Do not know,"{0, 1}"
176,Do not know,Do not know,"{0, 1}"
177,Do not know,Do not know,"{0, 1}"
178,Do not know,Do not know,"{0, 1}"
179,No,Yes,{1}
180,Do not know,Do not know,"{0, 1}"
181,Do not know,Do not know,"{0, 1}"
182,Do not know,Do not know,"{0, 1}"
183,Do not know,Do not know,"{0, 1}"
184,Do not know,Do not know,"{0, 1}"
185,Yes,Yes,{0}
186,Do not know,Do not know,"{0, 1}"
187,Do not know,Do not know,"{0, 1}"
188,Do not know,Do not know,"{0, 1}"
189,Do not know,Do not know,"{0, 1}"
190,Do not know,Do not know,"{0, 1}"
191,Do not know,Do not know,"{0, 1}"
192,Do not know,Do not know,"{0, 1}"
193,Do not know,Do not know,"{0, 1}"
194,Do not know,Do not know,"{0, 1}"
195,Yes,Yes,{0}
196,Do not know,Do not know,"{0, 1}"
197,Do not know,Do not know,"{0, 1}"
198,Do not know,Do not know,"{0, 1}"
199,Do not know,Do not know,"{0, 1}"
200,Do not know,Do not know,"{0, 1}"
201,Do not know,Do not know,"{0, 1}"
202,Do not know,Do not know,"{0, 1}"
203,Do not know,Do not know,"{0, 1}"
204,Do not know,Do not know,"{0, 1}"
205,Do not know,Do not know,"{0, 1}"
206,Do not know,Do not know,"{0, 1}"
207,Do not know,Do not know,"{0, 1}"
208,Do not know,Do not know,"{0, 1}"
209,Do not know,Do not know,"{0, 1}"
210,Do not know,Do not know,"{0, 1}"
211,Do not know,Do not know,"{0, 1}"
212,Do not know,Do not know,"{0, 1}"
213,Do not know,Do not know,"{0, 1}"
214,Do not know,Do not know,"{0, 1}"
215,No,Yes,{0}
216,Do not know,Do not know,"{0, 1}"
217,Do not know,Do not know,"{0, 1}"
218,Do not know,Do not know,"{0, 1}"
219,Do not know,Do not know,"{0, 1}"
220,Do not know,Do not know,"{0, 1}"
221,Do not know,Do not know,"{0, 1}"
222,Do not know,Do not know,"{0, 1}"
223,Do not know,Do not know,"{0, 1}"
224,Do not know,Do not know,"{0, 1}"
225,Do not know,Do not know,"{0, 1}"
226,Do not know,Do not know,"{0, 1}"
227,Do not know,Do not know,"{0, 1}"
228,Do not know,Do not know,"{0, 1}"
229,Do not know,Do not know,"{0, 1}"
230,Do not know,Do not know,"{0, 1}"
231,Do not know,Do not know,"{0, 1}"
232,Do not know,Do not know,"{0, 1}"
233,Do not know,Do not know,"{0, 1}"
234,Do not know,Do not know,"{0, 1}"
235,Do not know,Do not know,"{0, 1}"
236,Do not know,Do not know,"{0, 1}"
237,Do not know,Do not know,"{0, 1}"
238,Do not know,Do not know,"{0, 1}"
239,Do not know,Do not know,"{0, 1}"
240,Do not know,Do not know,"{0, 1}"
241,No,Yes,{0}
242,Do not know,Do not know,"{0, 1}"
243,No,Yes,{1}
244,Yes,Yes,{0}
245,Do not know,Do not know,"{0, 1}"
246,Do not know,Do not know,"{0, 1}"
247,Do not know,Do not know,"{0, 1}"
248,No,Yes,{0}
249,Do not know,Do not know,"{0, 1}"
250,Do not know,Do not know,"{0, 1}"
251,Do not know,Do not know,"{0, 1}"
252,Do not know,Do not know,"{0, 1}"
253,Do not know,Do not know,"{0, 1}"
254,Do not know,Do not know,"{0, 1}"
255,Do not know,Do not know,"{0, 1}"
256,No,Yes,{0}
257,Do not know,Do not know,"{0, 1}"
258,Do not know,Do not know,"{0, 1}"
259,Do not know,Do not know,"{0, 1}"
260,Do not know,Do not know,"{0, 1}"
261,Do not know,Do not know,"{0, 1}"
262,Do not know,Do not know,"{0, 1}"
263,Do not know,Do not know,"{0, 1}"
264,Do not know,Do not know,"{0, 1}"
265,Do not know,Do not know,"{0, 1}"
266,Do not know,Do not know,"{0, 1}"
267,Do not know,Do not know,"{0, 1}"
268,Do not know,Do not know,"{0, 1}"
269,Do not know,Do not know,"{0, 1}"
270,Do not know,Do not know,"{0, 1}"
271,Do not know,Do not know,"{0, 1}"
272,Do not know,Do not know,"{0, 1}"
273,Do not know,Do not know,"{0, 1}"
274,Do not know,Do not know,"{0, 1}"
275,Do not know,Do not know,"{0, 1}"
276,Do not know,Do not know,"{0, 1}"
277,Do not know,Do not know,"{0, 1}"
278,Do not know,Do not know,"{0, 1}"
279,Do not know,Do not know,"{0, 1}"
280,Do not know,Do not know,"{0, 1}"
281,Do not know,Do not know,"{0, 1}"
282,Do not know,Do not know,"{0, 1}"
283,Do not know,Do not know,"{0, 1}"
284,Do not know,Do not know,"{0, 1}"
285,Do not know,Do not know,"{0, 1}"
286,Do not know,Do not know,"{0, 1}"
287,Do not know,Do not know,"{0, 1}"
288,Yes,Yes,{0}
289,Do not know,Do not know,"{0, 1}"
290,Do not know,Do not know,"{0, 1}"
291,Do not know,Do not know,"{0, 1}"
292,Do not know,Do not know,"{0, 1}"
293,Do not know,Do not know,"{0, 1}"
294,Do not know,Do not know,"{0, 1}"
295,Do not know,Do not know,"{0, 1}"
296,Do not know,Do not know,"{0, 1}"
297,Do not know,Do not know,"{0, 1}"
298,Do not know,Do not know,"{0, 1}"
299,Do not know,Do not know,"{0, 1}"
300,Do not know,Do not know,"{0, 1}"
301,Do not know,Do not know,"{0, 1}"
302,Do not know,Do not know,"{0, 1}"
303,Do not know,Do not know,"{0, 1}"
304,Do not know,Do not know,"{0, 1}"
305,Do not know,Do not know,"{0, 1}"
306,Yes,Yes,{0}
307,Do not know,Do not know,"{0, 1}"
308,Do not know,Do not know,"{0, 1}"
309,Do not know,Do not know,"{0, 1}"
310,Do not know,Do not know,"{0, 1}"
311,Yes,Yes,{0}
312,Do not know,Do not know,"{0, 1}"
313,Do not know,Do not know,"{0, 1}"
314,Do not know,Do not know,"{0, 1}"
315,Do not know,Do not know,"{0, 1}"
316,No,Yes,{0}
317,Do not know,Do not know,"{0, 1}"
318,No,Yes,{0}
319,Do not know,Do not know,"{0, 1}"
320,Do not know,Do not know,"{0, 1}"
321,Do not know,Do not know,"{0, 1}"
322,Do not know,Do not know,"{0, 1}"
323,Do not know,Do not know,"{0, 1}"
324,Do not know,Do not know,"{0, 1}"
325,Do not know,Do not know,"{0, 1}"
326,Do not know,Do not know,"{0, 1}"
327,Do not know,Do not know,"{0, 1}"
328,No,Yes,{1}
329,Do not know,Do not know,"{0, 1}"
330,Do not know,Do not know,"{0, 1}"
331,Do not know,Do not know,"{0, 1}"
332,Do not know,Do not know,"{0, 1}"
333,Do not know,Do not know,"{0, 1}"
334,Yes,Yes,{1}
335,Do not know,Do not know,"{0, 1}"
336,Do not know,Do not know,"{0, 1}"
337,Do not know,Do not know,"{0, 1}"
338,Do not know,Do not know,"{0, 1}"
339,Do not know,Do not know,"{0, 1}"
340,Do not know,Do not know,"{0, 1}"
341,Do not know,Do not know,"{0, 1}"
342,Do not know,Do not know,"{0, 1}"
343,Do not know,Do not know,"{0, 1}"
344,Do not know,Do not know,"{0, 1}"
345,Do not know,Do not know,"{0, 1}"
346,Do not know,Do not know,"{0, 1}"
347,Do not know,Do not know,"{0, 1}"
348,Do not know,Do not know,"{0, 1}"
349,No,Yes,{1}
350,Do not know,Do not know,"{0, 1}"
351,Do not know,Do not know,"{0, 1}"
352,Do not know,Do not know,"{0, 1}"
353,Do not know,Do not know,"{0, 1}"
354,Yes,Yes,{1}
355,Do not know,Do not know,"{0, 1}"
356,Do not know,Do not know,"{0, 1}"
357,Do not know,Do not know,"{0, 1}"
358,Do not know,Do not know,"{0, 1}"
359,Do not know,Do not know,"{0, 1}"
360,Do not know,Do not know,"{0, 1}"
361,Do not know,Do not know,"{0, 1}"
362,Do not know,Do not know,"{0, 1}"
363,Do not know,Do not know,"{0, 1}"
364,Do not know,Do not know,"{0, 1}"
365,Do not know,Do not know,"{0, 1}"
366,Yes,Yes,{1}
367,Do not know,Do not know,"{0, 1}"
368,Do not know,Do not know,"{0, 1}"
369,Do not know,Do not know,"{0, 1}"
370,Do not know,Do not know,"{0, 1}"
371,Do not know,Do not know,"{0, 1}"
372,Yes,Yes,{0}
373,No,Yes,{1}
374,Do not know,Do not know,"{0, 1}"
375,Do not know,Do not know,"{0, 1}"
376,Do not know,Do not know,"{0, 1}"
377,Do not know,Do not know,"{0, 1}"
378,Do not know,Do not know,"{0, 1}"
379,Yes,Yes,{1}
380,Do not know,Do not know,"{0, 1}"
381,Yes,Yes,{0}
382,Do not know,Do not know,"{0, 1}"
383,Do not know,Do not know,"{0, 1}"
384,Do not know,Do not know,"{0, 1}"
385,Do not know,Do not know,"{0, 1}"
386,Do not know,Do not know,"{0, 1}"
387,Do not know,Do not know,"{0, 1}"
388,Do not know,Do not know,"{0, 1}"
389,Do not know,Do not know,"{0, 1}"
390,Do not know,Do not know,"{0, 1}"
391,Do not know,Do not know,"{0, 1}"
392,Do not know,Do not know,"{0, 1}"
393,Do not know,Do not know,"{0, 1}"
394,Do not know,Do not know,"{0, 1}"
395,Do not know,Do not know,"{0, 1}"
396,Do not know,Do not know,"{0, 1}"
397,Do not know,Do not know,"{0, 1}"
398,Do not know,Do not know,"{0, 1}"
399,Do not know,Do not know,"{0, 1}"
400,Do not know,Do not know,"{0, 1}"
401,Do not know,Do not know,"{0, 1}"
402,Do not know,Do not know,"{0, 1}"
403,Do not know,Do not know,"{0, 1}"
404,Do not know,Do not know,"{0, 1}"
405,Do not know,Do not know,"{0, 1}"
406,Do not know,Do not know,"{0, 1}"
407,Do not know,Do not know,"{0, 1}"
408,Do not know,Do not know,"{0, 1}"
409,Do not know,Do not know,"{0, 1}"
410,Do not know,Do not know,"{0, 1}"
411,Do not know,Do not know,"{0, 1}"
412,Do not know,Do not know,"{0, 1}"
413,Do not know,Do not know,"{0, 1}"
414,Do not know,Do not know,"{0, 1}"
415,Do not know,Do not know,"{0, 1}"
416,Do not know,Do not know,"{0, 1}"
417,Do not know,Do not know,"{0, 1}"
418,Yes,Yes,{1}
419,Do not know,Do not know,"{0, 1}"
420,Do not know,Do not know,"{0, 1}"
421,Do not know,Do not know,"{0, 1}"
422,No,Yes,{0}
423,Do not know,Do not know,"{0, 1}"
424,Do not know,Do not know,"{0, 1}"
425,Do not know,Do not know,"{0, 1}"
426,Do not know,Do not know,"{0, 1}"
427,Do not know,Do not know,"{0, 1}"
428,Do not know,Do not know,"{0, 1}"
429,Do not know,Do not know,"{0, 1}"
430,No,Yes,{0}
431,Do not know,Do not know,"{0, 1}"
432,Do not know,Do not know,"{0, 1}"
433,Do not know,Do not know,"{0, 1}"
434,Do not know,Do not know,"{0, 1}"
435,Do not know,Do not know,"{0, 1}"
436,Do not know,Do not know,"{0, 1}"
437,Do not know,Do not know,"{0, 1}"
438,Yes,Yes,{1}
439,Do not know,Do not know,"{0, 1}"
440,Do not know,Do not know,"{0, 1}"
441,Do not know,Do not know,"{0, 1}"
442,Do not know,Do not know,"{0, 1}"
443,Do not know,Do not know,"{0, 1}"
444,Do not know,Do not know,"{0, 1}"
445,Do not know,Do not know,"{0, 1}"
446,Do not know,Do not know,"{0, 1}"
447,Do not know,Do not know,"{0, 1}"
448,Do not know,Do not know,"{0, 1}"
449,Do not know,Do not know,"{0, 1}"
450,Do not know,Do not know,"{0, 1}"
451,Do not know,Do not know,"{0, 1}"
452,Do not know,Do not know,"{0, 1}"
453,Do not know,Do not know,"{0, 1}"
454,Do not know,Do not know,"{0, 1}"
455,Do not know,Do not know,"{0, 1}"
456,Do not know,Do not know,"{0, 1}"
457,Do not know,Do not know,"{0, 1}"
458,Do not know,Do not know,"{0, 1}"
459,Do not know,Do not know,"{0, 1}"
460,Do not know,Do not know,"{0, 1}"
461,No,Yes,{0}
462,Do not know,Do not know,"{0, 1}"
463,Do not know,Do not know,"{0, 1}"
464,Do not know,Do not know,"{0, 1}"
465,Do not know,Do not know,"{0, 1}"
466,Do not know,Do not know,"{0, 1}"
467,Yes,Yes,{1}
468,Do not know,Do not know,"{0, 1}"
469,Do not know,Do not know,"{0, 1}"
470,No,Yes,{0}
471,Do not know,Do not know,"{0, 1}"
472,No,Yes,{0}
473,Do not know,Do not know,"{0, 1}"
474,Do not know,Do not know,"{0, 1}"
475,Do not know,Do not know,"{0, 1}"
476,Do not know,Do not know,"{0, 1}"
477,Do not know,Do not know,"{0, 1}"
478,Do not know,Do not know,"{0, 1}"
479,Yes,Yes,{1}
480,No,Yes,{0}
481,Do not know,Do not know,"{0, 1}"
482,Do not know,Do not know,"{0, 1}"
483,Yes,Yes,{0}
484,Do not know,Do not know,"{0, 1}"
485,Do not know,Do not know,"{0, 1}"
486,Do not know,Do not know,"{0, 1}"
487,Yes,Yes,{1}
488,Do not know,Do not know,"{0, 1}"
489,Do not know,Do not know,"{0, 1}"
490,Yes,Yes,{0}
491,Do not know,Do not know,"{0, 1}"
492,Do not know,Do not know,"{0, 1}"
493,Do not know,Do not know,"{0, 1}"
494,Do not know,Do not know,"{0, 1}"
495,Yes,Yes,{0}
496,Do not know,Do not know,"{0, 1}"
497,Do not know,Do not know,"{0, 1}"
498,No,Yes,{0}
499,Do not know,Do not know,"{0, 1}"
500,Do not know,Do not know,"{0, 1}"
501,Yes,Yes,{1}
502,Do not know,Do not know,"{0, 1}"
503,Do not know,Do not know,"{0, 1}"
504,Do not know,Do not know,"{0, 1}"
505,Do not know,Do not know,"{0, 1}"
506,Do not know,Do not know,"{0, 1}"
507,Do not know,Do not know,"{0, 1}"
508,Do not know,Do not know,"{0, 1}"
509,Do not know,Do not know,"{0, 1}"
510,Do not know,Do not know,"{0, 1}"
511,Do not know,Do not know,"{0, 1}"
512,Do not know,Do not know,"{0, 1}"
513,Do not know,Do not know,"{0, 1}"
514,Do not know,Do not know,"{0, 1}"
515,Do not know,Do not know,"{0, 1}"
516,Do not know,Do not know,"{0, 1}"
517,Do not know,Do not know,"{0, 1}"
518,Do not know,Do not know,"{0, 1}"
519,Do not know,Do not know,"{0, 1}"
520,Do not know,Do not know,"{0, 1}"
521,Do not know,Do not know,"{0, 1}"
522,Do not know,Do not know,"{0, 1}"
523,Do not know,Do not know,"{0, 1}"
524,Yes,Yes,{1}
525,Do not know,Do not know,"{0, 1}"
526,Do not know,Do not know,"{0, 1}"
527,No,Yes,{0}
528,Do not know,Do not know,"{0, 1}"
529,Do not know,Do not know,"{0, 1}"
530,Do not know,Do not know,"{0, 1}"
531,Do not know,Do not know,"{0, 1}"
532,Do not know,Do not know,"{0, 1}"
533,Do not know,Do not know,"{0, 1}"
534,Do not know,Do not know,"{0, 1}"
535,Do not know,Do not know,"{0, 1}"
536,Do not know,Do not know,"{0, 1}"
537,Do not know,Do not know,"{0, 1}"
538,Do not know,Do not know,"{0, 1}"
539,Do not know,Do not know,"{0, 1}"
540,Do not know,Do not know,"{0, 1}"
541,Do not know,Do not know,"{0, 1}"
542,Yes,Yes,{1}
543,Do not know,Do not know,"{0, 1}"
544,Do not know,Do not know,"{0, 1}"
545,Do not know,Do not know,"{0, 1}"
546,Do not know,Do not know,"{0, 1}"
547,Do not know,Do not know,"{0, 1}"
548,No,Yes,{0}
549,Do not know,Do not know,"{0, 1}"
550,Do not know,Do not know,"{0, 1}"
551,Do not know,Do not know,"{0, 1}"
552,Do not know,Do not know,"{0, 1}"
553,Do not know,Do not know,"{0, 1}"
554,No,Yes,{1}
555,Do not know,Do not know,"{0, 1}"
556,Do not know,Do not know,"{0, 1}"
557,Do not know,Do not know,"{0, 1}"
558,Do not know,Do not know,"{0, 1}"
559,Do not know,Do not know,"{0, 1}"
560,Yes,Yes,{1}
561,Do not know,Do not know,"{0, 1}"
562,Do not know,Do not know,"{0, 1}"
563,Do not know,Do not know,"{0, 1}"
564,Do not know,Do not know,"{0, 1}"
565,Yes,Yes,{1}
566,Do not know,Do not know,"{0, 1}"
567,Do not know,Do not know,"{0, 1}"
568,Yes,Yes,{0}
569,Do not know,Do not know,"{0, 1}"
570,Do not know,Do not know,"{0, 1}"
571,Do not know,Do not know,"{0, 1}"
572,Do not know,Do not know,"{0, 1}"
573,Do not know,Do not know,"{0, 1}"
574,No,Yes,{1}
575,Do not know,Do not know,"{0, 1}"
576,Do not know,Do not know,"{0, 1}"
577,Do not know,Do not know,"{0, 1}"
578,Do not know,Do not know,"{0, 1}"
579,Do not know,Do not know,"{0, 1}"
580,No,Yes,{0}
581,No,Yes,{1}
582,Do not know,Do not know,"{0, 1}"
583,Do not know,Do not know,"{0, 1}"
584,No,Yes,{1}
585,Do not know,Do not know,"{0, 1}"
586,Do not know,Do not know,"{0, 1}"
587,Do not know,Do not know,"{0, 1}"
588,Do not know,Do not know,"{0, 1}"
589,No,Yes,{1}
590,Do not know,Do not know,"{0, 1}"
591,Do not know,Do not know,"{0, 1}"
592,Do not know,Do not know,"{0, 1}"
593,Do not know,Do not know,"{0, 1}"
594,Do not know,Do not know,"{0, 1}"
595,Do not know,Do not know,"{0, 1}"
596,Yes,Yes,{1}
597,Do not know,Do not know,"{0, 1}"
598,Do not know,Do not know,"{0, 1}"
599,Do not know,Do not know,"{0, 1}"
600,Do not know,Do not know,"{0, 1}"
601,Do not know,Do not know,"{0, 1}"
602,Do not know,Do not know,"{0, 1}"
603,Do not know,Do not know,"{0, 1}"
604,Do not know,Do not know,"{0, 1}"
605,Do not know,Do not know,"{0, 1}"
606,Do not know,Do not know,"{0, 1}"
607,Do not know,Do not know,"{0, 1}"
608,Yes,Yes,{1}
609,Do not know,Do not know,"{0, 1}"
610,Yes,Yes,{0}
611,Do not know,Do not know,"{0, 1}"
612,Do not know,Do not know,"{0, 1}"
613,Do not know,Do not know,"{0, 1}"
614,Do not know,Do not know,"{0, 1}"
615,Do not know,Do not know,"{0, 1}"
616,Do not know,Do not know,"{0, 1}"
617,Do not know,Do not know,"{0, 1}"
618,Do not know,Do not know,"{0, 1}"
619,Do not know,Do not know,"{0, 1}"
620,Do not know,Do not know,"{0, 1}"
621,Yes,Yes,{1}
622,Do not know,Do not know,"{0, 1}"
623,Do not know,Do not know,"{0, 1}"
624,Do not know,Do not know,"{0, 1}"
625,Do not know,Do not know,"{0, 1}"
626,Do not know,Do not know,"{0, 1}"
627,Do not know,Do not know,"{0, 1}"
628,Do not know,Do not know,"{0, 1}"
629,Do not know,Do not know,"{0, 1}"
630,Do not know,Do not know,"{0, 1}"
631,Do not know,Do not know,"{0, 1}"
632,Do not know,Do not know,"{0, 1}"
633,Do not know,Do not know,"{0, 1}"
634,Yes,Yes,{1}
635,Do not know,Do not know,"{0, 1}"
636,Do not know,Do not know,"{0, 1}"
637,Yes,Yes,{1}
638,Do not know,Do not know,"{0, 1}"
639,No,Yes,{1}
640,Do not know,Do not know,"{0, 1}"
641,Do not know,Do not know,"{0, 1}"
642,Do not know,Do not know,"{0, 1}"
643,No,Yes,{1}
644,Do not know,Do not know,"{0, 1}"
645,Do not know,Do not know,"{0, 1}"
646,Do not know,Do not know,"{0, 1}"
647,Do not know,Do not know,"{0, 1}"
648,Do not know,Do not know,"{0, 1}"
649,Do not know,Do not know,"{0, 1}"
650,No,Yes,{1}
651,No,Yes,{0}
652,Do not know,Do not know,"{0, 1}"
653,Do not know,Do not know,"{0, 1}"
654,Do not know,Do not know,"{0, 1}"
655,Do not know,Do not know,"{0, 1}"
656,Do not know,Do not know,"{0, 1}"
657,Do not know,Do not know,"{0, 1}"
658,Do not know,Do not know,"{0, 1}"
659,Do not know,Do not know,"{0, 1}"
660,Do not know,Do not know,"{0, 1}"
661,Do not know,Do not know,"{0, 1}"
662,Do not know,Do not know,"{0, 1}"
663,Do not know,Do not know,"{0, 1}"
664,Do not know,Do not know,"{0, 1}"
665,No,Yes,{1}
666,Do not know,Do not know,"{0, 1}"
667,Do not know,Do not know,"{0, 1}"
668,Do not know,Do not know,"{0, 1}"
669,Do not know,Do not know,"{0, 1}"
670,Do not know,Do not know,"{0, 1}"
671,Do not know,Do not know,"{0, 1}"
672,No,Yes,{0}
673,Do not know,Do not know,"{0, 1}"
674,Do not know,Do not know,"{0, 1}"
675,Do not know,Do not know,"{0, 1}"
676,Do not know,Do not know,"{0, 1}"
677,Do not know,Do not know,"{0, 1}"
678,Do not know,Do not know,"{0, 1}"
679,No,Yes,{1}
680,Do not know,Do not know,"{0, 1}"
681,Do not know,Do not know,"{0, 1}"
682,Do not know,Do not know,"{0, 1}"
683,Do not know,Do not know,"{0, 1}"
684,Do not know,Do not know,"{0, 1}"
685,Do not know,Do not know,"{0, 1}"
686,Do not know,Do not know,"{0, 1}"
687,Do not know,Do not know,"{0, 1}"
688,Do not know,Do not know,"{0, 1}"
689,Do not know,Do not know,"{0, 1}"
690,Do not know,Do not know,"{0, 1}"
691,Do not know,Do not know,"{0, 1}"
692,Do not know,Do not know,"{0, 1}"
693,Do not know,Do not know,"{0, 1}"
694,Do not know,Do not know,"{0, 1}"
695,Do not know,Do not know,"{0, 1}"
696,Do not know,Do not know,"{0, 1}"
697,Do not know,Do not know,"{0, 1}"
698,Do not know,Do not know,"{0, 1}"
699,Do not know,Do not know,"{0, 1}"
700,Do not know,Do not know,"{0, 1}"
701,Do not know,Do not know,"{0, 1}"
702,Do not know,Do not know,"{0, 1}"
