,Robust,Stable,Classification
109,Yes,Yes,{10.0}
110,Yes,Yes,{13.0}
111,Yes,Yes,{26.0}
112,Yes,Yes,{5.0}
113,Yes,Yes,{21.0}
114,Yes,Yes,{7.0}
115,Yes,Yes,{1.0}
116,Yes,Yes,{16.0}
117,Yes,Yes,{15.0}
118,Yes,Yes,{12.0}
119,Yes,Yes,{23.0}
120,Yes,Yes,{8.0}
121,Yes,Yes,{22.0}
122,Yes,Yes,{22.0}
123,Yes,Yes,{17.0}
124,Yes,Yes,{21.0}
125,Yes,Yes,{3.0}
126,Yes,Yes,{3.0}
127,Do not know,Do not know,"{2.0, 22.0}"
128,Yes,Yes,{5.0}
129,Yes,Yes,{5.0}
130,Yes,Yes,{1.0}
131,Yes,Yes,{19.0}
132,Do not know,Do not know,"{8.0, 2.0}"
133,Yes,Yes,{23.0}
134,Yes,Yes,{10.0}
135,Yes,Yes,{17.0}
136,Yes,Yes,{10.0}
137,Yes,Yes,{1.0}
138,Yes,Yes,{9.0}
139,Yes,Yes,{24.0}
140,Yes,Yes,{10.0}
141,Yes,Yes,{15.0}
142,Yes,Yes,{26.0}
143,Yes,Yes,{16.0}
144,Yes,Yes,{5.0}
145,Do not know,Do not know,"{24.0, 20.0}"
146,Yes,Yes,{23.0}
147,Yes,Yes,{20.0}
148,No,Yes,{9.0}
149,Yes,Yes,{25.0}
150,Yes,Yes,{2.0}
151,Yes,Yes,{5.0}
152,Do not know,Do not know,"{2.0, 18.0}"
153,Yes,Yes,{22.0}
154,Yes,Yes,{21.0}
155,Yes,Yes,{16.0}
156,Yes,Yes,{19.0}
157,Yes,Yes,{12.0}
158,Do not know,Do not know,"{12.0, 5.0}"
159,Yes,Yes,{6.0}
160,Yes,Yes,{7.0}
161,Yes,Yes,{4.0}
162,Yes,Yes,{20.0}
163,Yes,Yes,{12.0}
164,Yes,Yes,{21.0}
165,Yes,Yes,{5.0}
166,Yes,Yes,{20.0}
167,Yes,Yes,{18.0}
168,Yes,Yes,{1.0}
169,Yes,Yes,{25.0}
170,Yes,Yes,{3.0}
171,Yes,Yes,{17.0}
172,Yes,Yes,{19.0}
173,Yes,Yes,{1.0}
174,Yes,Yes,{13.0}
175,Yes,Yes,{20.0}
176,Yes,Yes,{1.0}
177,Yes,Yes,{18.0}
178,Yes,Yes,{24.0}
179,Yes,Yes,{14.0}
180,Yes,Yes,{3.0}
181,Yes,Yes,{14.0}
182,Yes,Yes,{25.0}
183,Yes,Yes,{12.0}
184,Do not know,Do not know,"{17.0, 15.0}"
185,Yes,Yes,{22.0}
186,Yes,Yes,{2.0}
187,Yes,Yes,{2.0}
188,Yes,Yes,{21.0}
189,Yes,Yes,{15.0}
190,Yes,Yes,{2.0}
191,Yes,Yes,{1.0}
192,Do not know,Do not know,"{3.0, 15.0}"
193,Yes,Yes,{24.0}
194,Yes,Yes,{6.0}
195,Yes,Yes,{4.0}
196,Yes,Yes,{23.0}
197,Yes,Yes,{14.0}
198,Yes,Yes,{11.0}
199,Yes,Yes,{24.0}
200,Yes,Yes,{14.0}
201,Yes,Yes,{18.0}
202,Yes,Yes,{9.0}
203,Yes,Yes,{7.0}
204,Yes,Yes,{1.0}
205,Yes,Yes,{10.0}
206,Yes,Yes,{10.0}
207,Yes,Yes,{19.0}
208,Yes,Yes,{9.0}
209,Yes,Yes,{8.0}
210,Yes,Yes,{4.0}
211,Yes,Yes,{24.0}
212,Yes,Yes,{8.0}
213,Yes,Yes,{13.0}
214,Yes,Yes,{25.0}
215,Yes,Yes,{16.0}
216,Yes,Yes,{26.0}
217,No,Yes,{22.0}
218,Yes,Yes,{2.0}
219,Yes,Yes,{17.0}
220,Yes,Yes,{9.0}
221,Yes,Yes,{6.0}
222,Yes,Yes,{7.0}
223,Yes,Yes,{12.0}
224,Do not know,Do not know,"{4.0, 7.0}"
225,Yes,Yes,{26.0}
226,Yes,Yes,{8.0}
227,Yes,Yes,{18.0}
228,Yes,Yes,{7.0}
229,Yes,Yes,{1.0}
230,Yes,Yes,{2.0}
231,Yes,Yes,{20.0}
232,Yes,Yes,{6.0}
233,Yes,Yes,{21.0}
234,Yes,Yes,{4.0}
235,Yes,Yes,{15.0}
236,Yes,Yes,{11.0}
237,Yes,Yes,{12.0}
238,Yes,Yes,{21.0}
239,Yes,Yes,{14.0}
240,Yes,Yes,{2.0}
241,Yes,Yes,{18.0}
242,Yes,Yes,{5.0}
243,No,Yes,{10.0}
244,Yes,Yes,{3.0}
245,Yes,Yes,{26.0}
246,Yes,Yes,{25.0}
247,Yes,Yes,{25.0}
248,Yes,Yes,{17.0}
249,Yes,Yes,{21.0}
250,Yes,Yes,{2.0}
251,Yes,Yes,{13.0}
252,Yes,Yes,{16.0}
253,Yes,Yes,{7.0}
254,Yes,Yes,{21.0}
255,Yes,Yes,{17.0}
256,Yes,Yes,{17.0}
257,Yes,Yes,{17.0}
258,Yes,Yes,{2.0}
259,Yes,Yes,{9.0}
260,Yes,Yes,{20.0}
261,Yes,Yes,{14.0}
262,Yes,Yes,{11.0}
263,Yes,Yes,{16.0}
264,Yes,Yes,{26.0}
265,Yes,Yes,{4.0}
266,Yes,Yes,{5.0}
267,Yes,Yes,{26.0}
268,Yes,Yes,{13.0}
269,Yes,Yes,{6.0}
270,Yes,Yes,{5.0}
271,Yes,Yes,{18.0}
272,Yes,Yes,{3.0}
273,Yes,Yes,{5.0}
274,Yes,Yes,{17.0}
275,Yes,Yes,{24.0}
276,Yes,Yes,{8.0}
277,Do not know,Do not know,"{25.0, 22.0}"
278,Yes,Yes,{14.0}
279,No,Yes,{11.0}
280,Yes,Yes,{18.0}
281,Yes,Yes,{12.0}
282,Yes,Yes,{15.0}
283,Yes,Yes,{23.0}
284,Yes,Yes,{26.0}
285,Yes,Yes,{17.0}
286,Yes,Yes,{11.0}
287,Yes,Yes,{18.0}
288,Yes,Yes,{24.0}
289,Yes,Yes,{7.0}
290,Yes,Yes,{17.0}
291,Do not know,Do not know,"{26.0, 5.0}"
292,Yes,Yes,{3.0}
293,Yes,Yes,{9.0}
294,Yes,Yes,{19.0}
295,Yes,Yes,{7.0}
296,Yes,Yes,{15.0}
297,Yes,Yes,{1.0}
298,Yes,Yes,{1.0}
299,Yes,Yes,{2.0}
300,No,Yes,{17.0}
301,Yes,Yes,{15.0}
302,Yes,Yes,{18.0}
303,Yes,Yes,{22.0}
304,Yes,Yes,{12.0}
305,Yes,Yes,{13.0}
306,Yes,Yes,{21.0}
307,Yes,Yes,{14.0}
308,Yes,Yes,{23.0}
309,Yes,Yes,{10.0}
310,Do not know,Do not know,"{19.0, 5.0}"
311,Yes,Yes,{18.0}
312,Yes,Yes,{2.0}
313,Yes,Yes,{7.0}
314,Yes,Yes,{10.0}
315,Yes,Yes,{14.0}
316,Yes,Yes,{8.0}
317,Yes,Yes,{4.0}
318,Yes,Yes,{21.0}
319,Yes,Yes,{15.0}
320,Yes,Yes,{10.0}
321,Do not know,Do not know,"{24.0, 5.0}"
322,Yes,Yes,{1.0}
323,Yes,Yes,{3.0}
324,Yes,Yes,{25.0}
325,Yes,Yes,{22.0}
326,Yes,Yes,{16.0}
327,Yes,Yes,{13.0}
328,Yes,Yes,{9.0}
329,Do not know,Do not know,"{9.0, 10.0}"
330,Yes,Yes,{26.0}
331,Yes,Yes,{1.0}
332,Yes,Yes,{1.0}
333,Yes,Yes,{7.0}
334,Yes,Yes,{21.0}
335,Yes,Yes,{24.0}
336,Yes,Yes,{12.0}
337,Yes,Yes,{26.0}
338,Yes,Yes,{9.0}
339,Yes,Yes,{4.0}
340,Yes,Yes,{25.0}
341,Yes,Yes,{20.0}
342,Yes,Yes,{6.0}
343,Yes,Yes,{19.0}
344,Yes,Yes,{11.0}
345,Yes,Yes,{10.0}
346,Yes,Yes,{7.0}
347,Yes,Yes,{1.0}
348,Yes,Yes,{23.0}
349,Yes,Yes,{18.0}
350,Yes,Yes,{17.0}
351,Yes,Yes,{3.0}
352,Yes,Yes,{7.0}
353,Yes,Yes,{3.0}
354,Yes,Yes,{17.0}
355,Yes,Yes,{23.0}
356,Yes,Yes,{3.0}
357,Yes,Yes,{7.0}
358,Yes,Yes,{16.0}
359,Yes,Yes,{1.0}
360,Yes,Yes,{23.0}
361,Yes,Yes,{1.0}
362,Yes,Yes,{26.0}
363,Yes,Yes,{22.0}
364,Yes,Yes,{10.0}
365,Yes,Yes,{20.0}
366,Yes,Yes,{13.0}
367,Yes,Yes,{4.0}
368,Yes,Yes,{14.0}
369,Yes,Yes,{14.0}
370,Yes,Yes,{5.0}
371,Yes,Yes,{2.0}
372,Yes,Yes,{10.0}
373,Yes,Yes,{6.0}
374,Yes,Yes,{20.0}
375,Yes,Yes,{8.0}
376,No,Yes,{24.0}
377,Yes,Yes,{10.0}
378,Yes,Yes,{21.0}
379,Yes,Yes,{10.0}
380,Yes,Yes,{9.0}
381,Yes,Yes,{16.0}
382,Yes,Yes,{23.0}
383,Yes,Yes,{26.0}
384,Yes,Yes,{11.0}
385,Yes,Yes,{15.0}
386,Yes,Yes,{10.0}
387,Do not know,Do not know,"{3.0, 5.0}"
388,Yes,Yes,{1.0}
389,Yes,Yes,{20.0}
390,Do not know,Do not know,"{24.0, 19.0}"
391,Yes,Yes,{21.0}
392,No,Yes,{16.0}
393,Yes,Yes,{10.0}
394,Yes,Yes,{13.0}
395,Yes,Yes,{1.0}
396,Yes,Yes,{26.0}
397,Yes,Yes,{20.0}
398,Yes,Yes,{3.0}
399,Yes,Yes,{4.0}
400,Yes,Yes,{16.0}
401,Yes,Yes,{16.0}
402,Yes,Yes,{6.0}
403,Yes,Yes,{11.0}
404,Yes,Yes,{13.0}
405,Yes,Yes,{11.0}
406,Yes,Yes,{3.0}
407,Yes,Yes,{1.0}
408,Yes,Yes,{2.0}
409,Yes,Yes,{24.0}
410,Yes,Yes,{18.0}
411,Yes,Yes,{3.0}
412,Yes,Yes,{16.0}
413,Yes,Yes,{25.0}
414,Yes,Yes,{25.0}
415,Yes,Yes,{11.0}
416,Yes,Yes,{12.0}
417,Yes,Yes,{23.0}
418,Yes,Yes,{11.0}
419,Yes,Yes,{5.0}
420,Yes,Yes,{13.0}
421,Yes,Yes,{10.0}
422,Yes,Yes,{20.0}
423,Yes,Yes,{23.0}
424,Yes,Yes,{5.0}
425,Yes,Yes,{26.0}
426,Yes,Yes,{25.0}
427,Yes,Yes,{15.0}
428,Yes,Yes,{22.0}
429,Yes,Yes,{12.0}
430,Yes,Yes,{2.0}
431,Yes,Yes,{4.0}
432,Yes,Yes,{10.0}
433,Yes,Yes,{4.0}
434,Yes,Yes,{7.0}
435,Yes,Yes,{14.0}
436,Yes,Yes,{4.0}
437,Yes,Yes,{18.0}
438,Yes,Yes,{21.0}
439,Yes,Yes,{9.0}
440,Yes,Yes,{12.0}
441,Yes,Yes,{6.0}
442,Yes,Yes,{13.0}
443,Yes,Yes,{17.0}
444,Yes,Yes,{7.0}
445,Yes,Yes,{19.0}
446,Yes,Yes,{4.0}
447,Yes,Yes,{8.0}
448,Do not know,Do not know,"{8.0, 11.0}"
449,Yes,Yes,{21.0}
450,Yes,Yes,{2.0}
451,Yes,Yes,{16.0}
452,Yes,Yes,{20.0}
453,Yes,Yes,{9.0}
454,Yes,Yes,{4.0}
455,Yes,Yes,{2.0}
456,Yes,Yes,{23.0}
457,Yes,Yes,{24.0}
458,Yes,Yes,{16.0}
459,Yes,Yes,{16.0}
460,No,Yes,{10.0}
461,Yes,Yes,{26.0}
462,Yes,Yes,{20.0}
463,Yes,Yes,{18.0}
464,Yes,Yes,{9.0}
465,Yes,Yes,{20.0}
466,Yes,Yes,{19.0}
467,Yes,Yes,{18.0}
468,Yes,Yes,{19.0}
469,Yes,Yes,{3.0}
470,Yes,Yes,{7.0}
471,Yes,Yes,{23.0}
472,Yes,Yes,{24.0}
473,Yes,Yes,{6.0}
474,Yes,Yes,{21.0}
475,Yes,Yes,{25.0}
476,Yes,Yes,{9.0}
477,Yes,Yes,{1.0}
478,Yes,Yes,{9.0}
479,Yes,Yes,{17.0}
480,Yes,Yes,{5.0}
481,Yes,Yes,{22.0}
482,Yes,Yes,{12.0}
483,Yes,Yes,{19.0}
484,Yes,Yes,{4.0}
485,Yes,Yes,{2.0}
486,Yes,Yes,{2.0}
487,Yes,Yes,{21.0}
488,Yes,Yes,{21.0}
489,Yes,Yes,{3.0}
490,Yes,Yes,{25.0}
491,Yes,Yes,{18.0}
492,Yes,Yes,{13.0}
493,Yes,Yes,{12.0}
494,Yes,Yes,{11.0}
495,Yes,Yes,{3.0}
496,Yes,Yes,{22.0}
497,Yes,Yes,{19.0}
498,Yes,Yes,{6.0}
499,Yes,Yes,{6.0}
500,Yes,Yes,{1.0}
501,Yes,Yes,{1.0}
502,Yes,Yes,{13.0}
503,Yes,Yes,{22.0}
504,Do not know,Do not know,"{8.0, 11.0}"
505,Yes,Yes,{23.0}
506,Yes,Yes,{5.0}
507,Yes,Yes,{6.0}
508,Yes,Yes,{18.0}
509,Yes,Yes,{2.0}
510,Yes,Yes,{10.0}
511,Yes,Yes,{4.0}
512,Yes,Yes,{9.0}
513,Yes,Yes,{23.0}
514,Yes,Yes,{21.0}
515,Yes,Yes,{11.0}
516,Yes,Yes,{22.0}
517,Yes,Yes,{23.0}
518,Yes,Yes,{18.0}
519,Yes,Yes,{25.0}
520,Yes,Yes,{10.0}
521,Yes,Yes,{25.0}
522,Yes,Yes,{17.0}
523,Yes,Yes,{17.0}
524,Yes,Yes,{14.0}
525,Yes,Yes,{2.0}
526,Yes,Yes,{6.0}
527,Yes,Yes,{8.0}
528,Yes,Yes,{24.0}
529,Yes,Yes,{5.0}
530,Yes,Yes,{5.0}
531,Yes,Yes,{8.0}
532,Yes,Yes,{12.0}
533,Yes,Yes,{19.0}
534,Yes,Yes,{26.0}
535,Yes,Yes,{26.0}
536,Yes,Yes,{13.0}
537,Yes,Yes,{24.0}
538,Yes,Yes,{3.0}
539,Yes,Yes,{10.0}
540,Yes,Yes,{4.0}
541,Yes,Yes,{25.0}
542,Yes,Yes,{7.0}
543,Yes,Yes,{5.0}
544,Yes,Yes,{2.0}
545,Yes,Yes,{5.0}
546,Yes,Yes,{13.0}
547,Yes,Yes,{7.0}
548,Yes,Yes,{18.0}
549,No,Yes,{10.0}
550,No,Yes,{5.0}
551,Yes,Yes,{26.0}
552,Do not know,Do not know,"{16.0, 6.0}"
553,Yes,Yes,{9.0}
554,Yes,Yes,{14.0}
555,Yes,Yes,{9.0}
556,Yes,Yes,{25.0}
557,Yes,Yes,{20.0}
558,Yes,Yes,{15.0}
559,Yes,Yes,{8.0}
560,Yes,Yes,{24.0}
561,Yes,Yes,{23.0}
562,Yes,Yes,{21.0}
563,Yes,Yes,{4.0}
564,Yes,Yes,{7.0}
565,Yes,Yes,{22.0}
566,Yes,Yes,{12.0}
567,Do not know,Do not know,"{5.0, 6.0}"
568,Yes,Yes,{25.0}
569,Yes,Yes,{23.0}
570,Yes,Yes,{14.0}
571,Yes,Yes,{16.0}
572,Yes,Yes,{6.0}
573,Yes,Yes,{14.0}
574,Yes,Yes,{24.0}
575,Yes,Yes,{19.0}
576,Yes,Yes,{10.0}
577,Yes,Yes,{12.0}
578,Yes,Yes,{18.0}
579,Yes,Yes,{17.0}
580,Yes,Yes,{12.0}
581,Yes,Yes,{14.0}
582,Yes,Yes,{19.0}
583,Do not know,Do not know,"{2.0, 18.0}"
584,Do not know,Do not know,"{2.0, 14.0, 22.0}"
585,Yes,Yes,{25.0}
586,Yes,Yes,{24.0}
587,Yes,Yes,{9.0}
588,Yes,Yes,{25.0}
589,Yes,Yes,{4.0}
590,Yes,Yes,{14.0}
591,Yes,Yes,{14.0}
592,Yes,Yes,{22.0}
593,Yes,Yes,{23.0}
594,Yes,Yes,{19.0}
595,Yes,Yes,{24.0}
596,Yes,Yes,{23.0}
597,Yes,Yes,{2.0}
598,Yes,Yes,{10.0}
599,Yes,Yes,{9.0}
600,Yes,Yes,{10.0}
601,Yes,Yes,{15.0}
602,Yes,Yes,{18.0}
603,Yes,Yes,{8.0}
604,Yes,Yes,{3.0}
605,Yes,Yes,{12.0}
606,Yes,Yes,{21.0}
607,Yes,Yes,{16.0}
608,Yes,Yes,{12.0}
609,Yes,Yes,{5.0}
610,Yes,Yes,{4.0}
611,Yes,Yes,{9.0}
612,Yes,Yes,{24.0}
613,Yes,Yes,{25.0}
614,Yes,Yes,{21.0}
615,Yes,Yes,{23.0}
616,Yes,Yes,{13.0}
617,Yes,Yes,{19.0}
618,Yes,Yes,{19.0}
619,Yes,Yes,{16.0}
620,Yes,Yes,{20.0}
621,No,Yes,{4.0}
622,Yes,Yes,{15.0}
623,Yes,Yes,{11.0}
624,Do not know,Do not know,"{26.0, 5.0}"
625,Yes,Yes,{12.0}
626,Yes,Yes,{19.0}
627,Yes,Yes,{25.0}
628,Yes,Yes,{17.0}
629,Yes,Yes,{16.0}
630,Yes,Yes,{20.0}
631,Yes,Yes,{23.0}
632,Yes,Yes,{6.0}
633,Yes,Yes,{26.0}
634,Yes,Yes,{5.0}
635,Yes,Yes,{20.0}
636,Yes,Yes,{26.0}
637,Yes,Yes,{15.0}
638,Yes,Yes,{4.0}
639,Yes,Yes,{18.0}
640,Yes,Yes,{16.0}
641,Yes,Yes,{17.0}
642,Yes,Yes,{5.0}
643,Yes,Yes,{5.0}
644,Yes,Yes,{2.0}
645,Yes,Yes,{8.0}
646,Yes,Yes,{23.0}
647,Yes,Yes,{8.0}
648,Yes,Yes,{5.0}
649,Yes,Yes,{25.0}
650,Yes,Yes,{7.0}
651,Yes,Yes,{11.0}
652,Yes,Yes,{12.0}
653,Yes,Yes,{1.0}
654,Do not know,Do not know,"{2.0, 4.0, 8.0, 18.0, 19.0, 24.0}"
655,Yes,Yes,{20.0}
656,Yes,Yes,{3.0}
657,Yes,Yes,{16.0}
658,Yes,Yes,{7.0}
659,Yes,Yes,{2.0}
660,Yes,Yes,{16.0}
661,Yes,Yes,{9.0}
662,Yes,Yes,{22.0}
663,Do not know,Do not know,"{8.0, 14.0}"
664,Yes,Yes,{24.0}
665,Yes,Yes,{13.0}
666,Yes,Yes,{23.0}
667,Yes,Yes,{23.0}
668,Yes,Yes,{25.0}
669,Yes,Yes,{17.0}
670,Yes,Yes,{4.0}
671,Yes,Yes,{14.0}
672,Yes,Yes,{14.0}
673,Yes,Yes,{7.0}
674,Yes,Yes,{23.0}
675,Yes,Yes,{6.0}
676,Yes,Yes,{23.0}
677,Yes,Yes,{3.0}
678,Yes,Yes,{6.0}
679,Yes,Yes,{13.0}
680,Yes,Yes,{25.0}
681,Yes,Yes,{14.0}
682,Yes,Yes,{26.0}
683,Yes,Yes,{6.0}
684,Yes,Yes,{8.0}
685,Yes,Yes,{24.0}
686,Yes,Yes,{17.0}
687,Yes,Yes,{2.0}
688,Yes,Yes,{3.0}
689,Yes,Yes,{8.0}
690,Yes,Yes,{26.0}
691,Yes,Yes,{20.0}
692,Yes,Yes,{19.0}
693,Yes,Yes,{11.0}
694,Yes,Yes,{23.0}
695,Yes,Yes,{24.0}
696,Yes,Yes,{17.0}
697,Yes,Yes,{26.0}
698,Yes,Yes,{14.0}
699,Yes,Yes,{6.0}
700,Yes,Yes,{20.0}
701,Yes,Yes,{12.0}
702,Yes,Yes,{13.0}
703,Yes,Yes,{1.0}
704,Do not know,Do not know,"{18.0, 4.0}"
705,Yes,Yes,{14.0}
706,Do not know,Do not know,"{24.0, 11.0}"
707,Yes,Yes,{17.0}
708,Yes,Yes,{21.0}
709,Yes,Yes,{6.0}
710,Yes,Yes,{17.0}
711,Yes,Yes,{6.0}
712,Yes,Yes,{16.0}
713,Yes,Yes,{17.0}
714,Yes,Yes,{2.0}
715,Yes,Yes,{20.0}
716,Yes,Yes,{20.0}
717,Yes,Yes,{9.0}
718,Yes,Yes,{1.0}
719,Yes,Yes,{12.0}
720,Yes,Yes,{1.0}
721,Yes,Yes,{14.0}
722,Yes,Yes,{7.0}
723,No,Yes,{3.0}
724,Yes,Yes,{12.0}
725,Yes,Yes,{12.0}
726,Yes,Yes,{9.0}
727,Yes,Yes,{5.0}
728,Yes,Yes,{18.0}
729,Yes,Yes,{19.0}
730,Yes,Yes,{9.0}
731,Yes,Yes,{23.0}
732,Yes,Yes,{16.0}
733,Yes,Yes,{17.0}
734,Yes,Yes,{5.0}
735,Do not know,Do not know,"{16.0, 6.0}"
736,Yes,Yes,{22.0}
737,Yes,Yes,{9.0}
738,Yes,Yes,{10.0}
739,Yes,Yes,{9.0}
740,Yes,Yes,{6.0}
741,Yes,Yes,{6.0}
742,Yes,Yes,{21.0}
743,Yes,Yes,{13.0}
744,Yes,Yes,{6.0}
745,Yes,Yes,{18.0}
746,Yes,Yes,{22.0}
747,No,Yes,{7.0}
748,Yes,Yes,{13.0}
749,Yes,Yes,{16.0}
750,Yes,Yes,{1.0}
751,Yes,Yes,{6.0}
752,Yes,Yes,{14.0}
753,Yes,Yes,{17.0}
754,Yes,Yes,{15.0}
755,Yes,Yes,{15.0}
756,Yes,Yes,{5.0}
757,Yes,Yes,{26.0}
758,Do not know,Do not know,"{18.0, 19.0}"
759,Yes,Yes,{19.0}
760,Yes,Yes,{12.0}
761,Yes,Yes,{7.0}
762,No,Yes,{8.0}
763,Yes,Yes,{23.0}
764,Yes,Yes,{8.0}
765,Yes,Yes,{25.0}
766,Yes,Yes,{21.0}
767,Yes,Yes,{17.0}
768,Yes,Yes,{18.0}
769,Yes,Yes,{6.0}
770,Yes,Yes,{23.0}
771,Do not know,Do not know,"{19.0, 6.0}"
772,Yes,Yes,{24.0}
773,Yes,Yes,{13.0}
774,No,Yes,{16.0}
775,Yes,Yes,{12.0}
776,Yes,Yes,{11.0}
777,Yes,Yes,{20.0}
778,Yes,Yes,{21.0}
779,Yes,Yes,{5.0}
780,Yes,Yes,{17.0}
781,Yes,Yes,{6.0}
782,Yes,Yes,{23.0}
783,No,Yes,{10.0}
784,Yes,Yes,{11.0}
785,Do not know,Do not know,"{24.0, 20.0}"
786,No,Yes,{9.0}
787,Yes,Yes,{4.0}
788,Yes,Yes,{8.0}
789,Yes,Yes,{10.0}
790,Yes,Yes,{25.0}
791,Yes,Yes,{9.0}
792,Yes,Yes,{19.0}
793,Yes,Yes,{25.0}
794,Yes,Yes,{13.0}
795,Yes,Yes,{9.0}
796,No,Yes,{19.0}
797,Yes,Yes,{17.0}
798,No,Yes,{22.0}
799,Yes,Yes,{6.0}
800,Yes,Yes,{26.0}
801,Yes,Yes,{25.0}
802,Yes,Yes,{26.0}
803,Yes,Yes,{13.0}
804,Yes,Yes,{2.0}
805,Yes,Yes,{4.0}
806,Yes,Yes,{4.0}
807,Yes,Yes,{1.0}
808,Yes,Yes,{19.0}
809,Yes,Yes,{20.0}
810,Yes,Yes,{1.0}
811,Yes,Yes,{15.0}
812,Yes,Yes,{16.0}
813,Yes,Yes,{2.0}
814,No,Do not know,"{8.0, 11.0}"
815,Yes,Yes,{20.0}
816,Yes,Yes,{26.0}
817,Yes,Yes,{6.0}
818,Yes,Yes,{13.0}
819,Yes,Yes,{15.0}
820,Yes,Yes,{17.0}
821,Yes,Yes,{9.0}
822,Yes,Yes,{12.0}
823,Yes,Yes,{14.0}
824,Yes,Yes,{12.0}
825,Yes,Yes,{16.0}
826,Yes,Yes,{24.0}
827,Yes,Yes,{1.0}
828,Yes,Yes,{25.0}
829,Yes,Yes,{15.0}
830,Yes,Yes,{25.0}
831,Yes,Yes,{7.0}
832,Yes,Yes,{13.0}
833,Yes,Yes,{15.0}
834,Yes,Yes,{12.0}
835,Yes,Yes,{20.0}
836,Yes,Yes,{16.0}
837,Yes,Yes,{24.0}
838,Yes,Yes,{18.0}
839,Yes,Yes,{17.0}
840,Yes,Yes,{26.0}
841,Yes,Yes,{2.0}
842,Yes,Yes,{5.0}
843,Yes,Yes,{6.0}
844,Yes,Yes,{3.0}
845,Yes,Yes,{5.0}
846,Yes,Yes,{6.0}
847,Yes,Yes,{4.0}
848,Yes,Yes,{24.0}
849,Yes,Yes,{6.0}
850,Yes,Yes,{1.0}
851,Yes,Yes,{1.0}
