,Robust,Stable,Classification
299,No,No,"{0, 1}"
300,No,No,"{0, 1}"
301,Yes,Yes,{0}
302,No,No,"{0, 1}"
303,No,No,"{0, 1}"
304,Yes,Yes,{1}
305,No,No,"{0, 1}"
306,No,No,"{0, 1}"
307,No,No,"{0, 1}"
308,No,No,"{0, 1}"
309,No,No,"{0, 1}"
310,No,No,"{0, 1}"
311,No,No,"{0, 1}"
312,No,No,"{0, 1}"
313,No,No,"{0, 1}"
314,No,No,"{0, 1}"
315,No,No,"{0, 1}"
316,No,No,"{0, 1}"
317,No,No,"{0, 1}"
318,No,No,"{0, 1}"
319,No,No,"{0, 1}"
320,Yes,Yes,{0}
321,No,No,"{0, 1}"
322,No,No,"{0, 1}"
323,No,No,"{0, 1}"
324,No,No,"{0, 1}"
325,No,No,"{0, 1}"
326,No,No,"{0, 1}"
327,No,No,"{0, 1}"
328,No,No,"{0, 1}"
329,No,No,"{0, 1}"
330,No,No,"{0, 1}"
331,No,No,"{0, 1}"
332,No,No,"{0, 1}"
333,No,No,"{0, 1}"
334,No,No,"{0, 1}"
335,No,No,"{0, 1}"
336,No,No,"{0, 1}"
337,No,No,"{0, 1}"
338,No,No,"{0, 1}"
339,No,No,"{0, 1}"
340,No,No,"{0, 1}"
341,No,No,"{0, 1}"
342,No,No,"{0, 1}"
343,No,No,"{0, 1}"
344,No,No,"{0, 1}"
345,No,No,"{0, 1}"
346,No,No,"{0, 1}"
347,Yes,Yes,{1}
348,Yes,Yes,{0}
349,Yes,Yes,{0}
350,Yes,Yes,{1}
351,No,No,"{0, 1}"
352,No,No,"{0, 1}"
353,Yes,Yes,{1}
354,Yes,Yes,{0}
355,No,No,"{0, 1}"
356,No,No,"{0, 1}"
357,No,No,"{0, 1}"
358,No,No,"{0, 1}"
359,No,No,"{0, 1}"
360,No,No,"{0, 1}"
361,No,No,"{0, 1}"
362,No,No,"{0, 1}"
363,Yes,Yes,{1}
364,No,No,"{0, 1}"
365,Yes,Yes,{1}
366,Yes,Yes,{0}
367,No,No,"{0, 1}"
368,Yes,Yes,{1}
369,No,No,"{0, 1}"
370,No,No,"{0, 1}"
371,No,No,"{0, 1}"
372,No,No,"{0, 1}"
373,No,No,"{0, 1}"
374,No,No,"{0, 1}"
375,No,No,"{0, 1}"
376,No,No,"{0, 1}"
377,No,No,"{0, 1}"
378,No,No,"{0, 1}"
379,No,No,"{0, 1}"
380,No,No,"{0, 1}"
381,No,No,"{0, 1}"
382,No,No,"{0, 1}"
383,No,No,"{0, 1}"
384,No,No,"{0, 1}"
385,No,No,"{0, 1}"
386,Yes,Yes,{1}
387,No,No,"{0, 1}"
388,No,No,"{0, 1}"
389,No,No,"{0, 1}"
390,No,No,"{0, 1}"
391,Yes,Yes,{0}
392,No,No,"{0, 1}"
393,No,No,"{0, 1}"
394,No,No,"{0, 1}"
395,No,No,"{0, 1}"
396,No,No,"{0, 1}"
397,No,No,"{0, 1}"
398,No,No,"{0, 1}"
