,Robust,Stable,Classification
233,Yes,Yes,{1.0}
234,Yes,Yes,{1.0}
235,Yes,Yes,{1.0}
236,Yes,Yes,{1.0}
237,Yes,Yes,{1.0}
238,Yes,Yes,{1.0}
239,Yes,Yes,{1.0}
240,Yes,Yes,{1.0}
241,Yes,Yes,{1.0}
242,Yes,Yes,{1.0}
243,Yes,Yes,{1.0}
244,Yes,Yes,{1.0}
245,Do not know,Do not know,"{1.0, 4.0, 5.0}"
246,Do not know,Do not know,"{1.0, 5.0}"
247,Do not know,Do not know,"{1.0, 3.0, 5.0}"
248,Do not know,Do not know,"{1.0, 4.0, 5.0}"
249,Do not know,Do not know,"{1.0, 5.0}"
250,Yes,Yes,{1.0}
251,Do not know,Do not know,"{1.0, 5.0}"
252,Do not know,Do not know,"{1.0, 5.0}"
253,Do not know,Do not know,"{1.0, 5.0}"
254,Do not know,Do not know,"{1.0, 5.0}"
255,Do not know,Do not know,"{1.0, 5.0}"
256,Do not know,Do not know,"{1.0, 5.0}"
257,Do not know,Do not know,"{1.0, 5.0}"
258,Do not know,Do not know,"{1.0, 4.0, 5.0}"
259,Do not know,Do not know,"{1.0, 5.0}"
260,Do not know,Do not know,"{1.0, 5.0}"
261,Do not know,Do not know,"{1.0, 5.0}"
262,Do not know,Do not know,"{1.0, 5.0}"
263,Do not know,Do not know,"{1.0, 5.0}"
264,Do not know,Do not know,"{1.0, 4.0, 5.0}"
265,Yes,Yes,{1.0}
266,Do not know,Do not know,"{1.0, 5.0}"
267,Yes,Yes,{1.0}
268,Do not know,Do not know,"{1.0, 5.0}"
269,Do not know,Do not know,"{1.0, 5.0}"
270,Do not know,Do not know,"{1.0, 5.0}"
271,Do not know,Do not know,"{1.0, 5.0}"
272,Yes,Yes,{1.0}
273,Yes,Yes,{1.0}
274,Do not know,Do not know,"{1.0, 5.0}"
275,Do not know,Do not know,"{1.0, 5.0}"
276,Yes,Yes,{1.0}
277,Yes,Yes,{1.0}
278,Do not know,Do not know,"{1.0, 5.0}"
279,Do not know,Do not know,"{1.0, 5.0}"
280,Do not know,Do not know,"{1.0, 5.0}"
281,Do not know,Do not know,"{1.0, 5.0}"
282,Do not know,Do not know,"{1.0, 5.0}"
283,Yes,Yes,{1.0}
284,Yes,Yes,{1.0}
285,Do not know,Do not know,"{1.0, 3.0, 4.0}"
286,Yes,Yes,{1.0}
287,Do not know,Do not know,"{1.0, 5.0}"
288,Yes,Yes,{1.0}
289,Yes,Yes,{1.0}
290,Yes,Yes,{1.0}
291,Do not know,Do not know,"{1.0, 5.0}"
292,Do not know,Do not know,"{1.0, 4.0, 5.0}"
293,Yes,Yes,{1.0}
294,Do not know,Do not know,"{1.0, 5.0}"
295,Yes,Yes,{1.0}
296,Do not know,Do not know,"{1.0, 5.0}"
297,Do not know,Do not know,"{1.0, 5.0}"
298,Do not know,Do not know,"{1.0, 5.0}"
299,Yes,Yes,{1.0}
300,Yes,Yes,{1.0}
301,Do not know,Do not know,"{1.0, 5.0}"
302,Do not know,Do not know,"{1.0, 5.0}"
303,Do not know,Do not know,"{1.0, 5.0}"
304,Do not know,Do not know,"{1.0, 5.0}"
305,Yes,Yes,{1.0}
306,Do not know,Do not know,"{1.0, 5.0}"
307,Do not know,Do not know,"{1.0, 5.0}"
308,Yes,Yes,{1.0}
309,Yes,Yes,{1.0}
310,Yes,Yes,{1.0}
311,Yes,Yes,{1.0}
312,Do not know,Do not know,"{1.0, 5.0}"
313,Do not know,Do not know,"{1.0, 5.0}"
314,Yes,Yes,{1.0}
315,Yes,Yes,{1.0}
316,Do not know,Do not know,"{1.0, 5.0}"
317,Yes,Yes,{1.0}
318,Do not know,Do not know,"{1.0, 5.0}"
319,Do not know,Do not know,"{1.0, 5.0}"
320,Yes,Yes,{1.0}
321,Do not know,Do not know,"{1.0, 5.0}"
322,Do not know,Do not know,"{1.0, 5.0}"
323,Yes,Yes,{1.0}
324,Yes,Yes,{1.0}
325,Do not know,Do not know,"{1.0, 5.0}"
326,Yes,Yes,{1.0}
327,Yes,Yes,{1.0}
328,Do not know,Do not know,"{1.0, 5.0}"
329,Yes,Yes,{1.0}
330,Yes,Yes,{1.0}
331,Yes,Yes,{1.0}
332,Yes,Yes,{1.0}
333,Do not know,Do not know,"{1.0, 5.0}"
334,Do not know,Do not know,"{1.0, 5.0}"
335,Yes,Yes,{1.0}
336,Yes,Yes,{1.0}
337,Yes,Yes,{1.0}
338,Yes,Yes,{1.0}
339,Yes,Yes,{1.0}
340,Do not know,Do not know,"{1.0, 5.0}"
341,Do not know,Do not know,"{1.0, 5.0}"
342,Do not know,Do not know,"{1.0, 5.0}"
343,Do not know,Do not know,"{1.0, 5.0}"
344,Do not know,Do not know,"{1.0, 5.0}"
345,Yes,Yes,{1.0}
346,Do not know,Do not know,"{1.0, 5.0}"
347,Do not know,Do not know,"{1.0, 5.0}"
348,Yes,Yes,{1.0}
349,Yes,Yes,{1.0}
350,Yes,Yes,{1.0}
351,Yes,Yes,{1.0}
352,Do not know,Do not know,"{1.0, 5.0}"
353,Yes,Yes,{1.0}
354,Do not know,Do not know,"{1.0, 5.0}"
355,Do not know,Do not know,"{1.0, 5.0}"
356,Yes,Yes,{1.0}
357,Do not know,Do not know,"{1.0, 5.0}"
358,Do not know,Do not know,"{1.0, 5.0}"
359,Do not know,Do not know,"{1.0, 5.0}"
360,Yes,Yes,{1.0}
361,Yes,Yes,{1.0}
362,Yes,Yes,{1.0}
363,Yes,Yes,{1.0}
364,Yes,Yes,{1.0}
365,Yes,Yes,{1.0}
366,Yes,Yes,{1.0}
367,Yes,Yes,{1.0}
368,Yes,Yes,{1.0}
369,Yes,Yes,{1.0}
370,Do not know,Do not know,"{1.0, 5.0}"
371,Yes,Yes,{1.0}
372,Do not know,Do not know,"{1.0, 5.0}"
373,Yes,Yes,{1.0}
374,Yes,Yes,{1.0}
375,Do not know,Do not know,"{1.0, 5.0}"
376,Do not know,Do not know,"{1.0, 5.0}"
377,Yes,Yes,{1.0}
378,Yes,Yes,{1.0}
379,Yes,Yes,{1.0}
380,Yes,Yes,{1.0}
381,Yes,Yes,{1.0}
382,Yes,Yes,{1.0}
383,Yes,Yes,{1.0}
384,Yes,Yes,{1.0}
385,Yes,Yes,{1.0}
386,Yes,Yes,{1.0}
387,Yes,Yes,{1.0}
388,Yes,Yes,{1.0}
389,Yes,Yes,{1.0}
390,Yes,Yes,{1.0}
391,Yes,Yes,{1.0}
392,Yes,Yes,{1.0}
393,Yes,Yes,{1.0}
394,Yes,Yes,{1.0}
395,Yes,Yes,{1.0}
396,Do not know,Do not know,"{1.0, 5.0}"
397,Yes,Yes,{1.0}
398,Yes,Yes,{1.0}
399,Do not know,Do not know,"{1.0, 5.0}"
400,Yes,Yes,{1.0}
401,Do not know,Do not know,"{1.0, 5.0}"
402,Yes,Yes,{1.0}
403,Yes,Yes,{1.0}
404,Yes,Yes,{1.0}
405,Yes,Yes,{1.0}
406,Do not know,Do not know,"{1.0, 3.0}"
407,Do not know,Do not know,"{1.0, 5.0}"
408,Yes,Yes,{1.0}
409,Yes,Yes,{1.0}
410,Do not know,Do not know,"{1.0, 5.0}"
411,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
412,Do not know,Do not know,"{1.0, 3.0, 5.0}"
413,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
414,Yes,Yes,{1.0}
415,Yes,Yes,{1.0}
416,Do not know,Do not know,"{1.0, 3.0, 5.0}"
417,Do not know,Do not know,"{1.0, 5.0}"
418,Yes,Yes,{1.0}
419,Yes,Yes,{1.0}
420,Yes,Yes,{1.0}
421,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
422,Do not know,Do not know,"{1.0, 5.0}"
423,Do not know,Do not know,"{1.0, 3.0, 5.0}"
424,Do not know,Do not know,"{1.0, 5.0}"
425,Do not know,Do not know,"{1.0, 3.0, 5.0}"
426,Yes,Yes,{1.0}
427,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
428,Yes,Yes,{1.0}
429,Yes,Yes,{1.0}
430,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
431,Yes,Yes,{1.0}
432,Do not know,Do not know,"{1.0, 3.0, 5.0}"
433,Do not know,Do not know,"{1.0, 3.0}"
434,Do not know,Do not know,"{1.0, 3.0, 5.0}"
435,Do not know,Do not know,"{1.0, 3.0, 5.0}"
436,Do not know,Do not know,"{1.0, 3.0, 5.0}"
437,Do not know,Do not know,"{1.0, 5.0}"
438,Do not know,Do not know,"{1.0, 5.0}"
439,Yes,Yes,{1.0}
440,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0}"
441,Do not know,Do not know,"{1.0, 3.0, 5.0, 6.0}"
442,Do not know,Do not know,"{1.0, 3.0, 5.0}"
443,Do not know,Do not know,"{1.0, 3.0, 5.0}"
444,Do not know,Do not know,"{1.0, 3.0}"
445,Do not know,Do not know,"{1.0, 3.0, 5.0}"
446,Do not know,Do not know,"{1.0, 3.0, 5.0, 6.0}"
447,Do not know,Do not know,"{1.0, 3.0}"
448,Do not know,Do not know,"{1.0, 3.0, 5.0}"
449,Do not know,Do not know,"{1.0, 3.0, 5.0}"
450,Do not know,Do not know,"{1.0, 3.0, 4.0}"
451,Do not know,Do not know,"{1.0, 3.0, 4.0, 5.0, 6.0}"
452,Do not know,Do not know,"{1.0, 3.0, 5.0}"
453,Do not know,Do not know,"{1.0, 3.0, 5.0}"
454,Do not know,Do not know,"{1.0, 3.0, 4.0}"
455,Do not know,Do not know,"{1.0, 3.0, 5.0}"
456,Do not know,Do not know,"{1.0, 3.0}"
457,Yes,Yes,{1.0}
458,Yes,Yes,{1.0}
459,Yes,Yes,{1.0}
460,Yes,Yes,{1.0}
461,Yes,Yes,{2.0}
462,Do not know,Do not know,"{1.0, 2.0, 4.0, 5.0, 6.0}"
463,Do not know,Do not know,"{2.0, 4.0}"
464,Do not know,Do not know,"{2.0, 3.0, 4.0}"
465,Yes,Yes,{2.0}
466,Yes,Yes,{2.0}
467,Yes,Yes,{2.0}
468,Do not know,Do not know,"{1.0, 2.0, 4.0, 5.0, 6.0}"
469,Yes,Yes,{2.0}
470,Yes,Yes,{2.0}
471,Yes,Yes,{2.0}
472,Do not know,Do not know,"{2.0, 5.0}"
473,Do not know,Do not know,"{1.0, 2.0, 3.0, 5.0}"
474,Yes,Yes,{2.0}
475,Do not know,Do not know,"{1.0, 2.0, 5.0, 6.0}"
476,Do not know,Do not know,"{1.0, 2.0, 5.0}"
477,Yes,Yes,{2.0}
478,Yes,Yes,{2.0}
479,Do not know,Do not know,"{2.0, 5.0}"
480,Do not know,Do not know,"{2.0, 5.0}"
481,Yes,Yes,{2.0}
482,Do not know,Do not know,"{2.0, 5.0}"
483,No,Do not know,"{4.0, 5.0, 6.0}"
484,Yes,Yes,{2.0}
485,Yes,Yes,{2.0}
486,Yes,Yes,{2.0}
487,Do not know,Do not know,"{2.0, 5.0}"
488,Yes,Yes,{2.0}
489,Yes,Yes,{2.0}
490,Yes,Yes,{2.0}
491,No,Do not know,"{1.0, 4.0, 5.0, 6.0}"
492,Yes,Yes,{2.0}
493,Do not know,Do not know,"{2.0, 4.0}"
494,Yes,Yes,{2.0}
495,Yes,Yes,{2.0}
496,Yes,Yes,{2.0}
497,Yes,Yes,{2.0}
498,Yes,Yes,{2.0}
499,Yes,Yes,{2.0}
500,Yes,Yes,{2.0}
501,Yes,Yes,{2.0}
502,Yes,Yes,{2.0}
503,Yes,Yes,{2.0}
504,Yes,Yes,{2.0}
505,Yes,Yes,{2.0}
506,Do not know,Do not know,"{2.0, 4.0, 5.0}"
507,Yes,Yes,{2.0}
508,Yes,Yes,{2.0}
509,Yes,Yes,{2.0}
510,Yes,Yes,{2.0}
511,Yes,Yes,{2.0}
512,Yes,Yes,{2.0}
513,Yes,Yes,{2.0}
514,Yes,Yes,{2.0}
515,Yes,Yes,{2.0}
516,Yes,Yes,{2.0}
517,Yes,Yes,{2.0}
518,Yes,Yes,{2.0}
519,Yes,Yes,{2.0}
520,Yes,Yes,{2.0}
521,Yes,Yes,{2.0}
522,Yes,Yes,{2.0}
523,Yes,Yes,{2.0}
524,Yes,Yes,{2.0}
525,Yes,Yes,{2.0}
526,Yes,Yes,{2.0}
527,Yes,Yes,{2.0}
528,Yes,Yes,{2.0}
529,Yes,Yes,{2.0}
530,Yes,Yes,{2.0}
531,Yes,Yes,{2.0}
532,Yes,Yes,{2.0}
533,Do not know,Do not know,"{2.0, 6.0}"
534,Yes,Yes,{2.0}
535,Yes,Yes,{2.0}
536,Yes,Yes,{2.0}
537,Yes,Yes,{2.0}
538,Yes,Yes,{2.0}
539,Yes,Yes,{2.0}
540,Yes,Yes,{2.0}
541,Yes,Yes,{2.0}
542,Yes,Yes,{2.0}
543,Yes,Yes,{2.0}
544,Yes,Yes,{2.0}
545,Yes,Yes,{2.0}
546,Yes,Yes,{2.0}
547,Yes,Yes,{2.0}
548,Yes,Yes,{2.0}
549,Yes,Yes,{2.0}
550,Yes,Yes,{2.0}
551,Yes,Yes,{2.0}
552,Yes,Yes,{2.0}
553,Yes,Yes,{2.0}
554,Yes,Yes,{2.0}
555,Yes,Yes,{2.0}
556,Yes,Yes,{2.0}
557,Yes,Yes,{2.0}
558,Yes,Yes,{2.0}
559,Yes,Yes,{2.0}
560,Yes,Yes,{2.0}
561,Yes,Yes,{2.0}
562,Yes,Yes,{2.0}
563,Yes,Yes,{2.0}
564,Yes,Yes,{2.0}
565,Yes,Yes,{2.0}
566,Yes,Yes,{2.0}
567,Yes,Yes,{2.0}
568,Yes,Yes,{2.0}
569,Yes,Yes,{2.0}
570,Yes,Yes,{2.0}
571,Yes,Yes,{2.0}
572,Yes,Yes,{2.0}
573,Yes,Yes,{2.0}
574,Yes,Yes,{2.0}
575,Yes,Yes,{2.0}
576,Yes,Yes,{2.0}
577,Yes,Yes,{2.0}
578,Yes,Yes,{2.0}
579,Yes,Yes,{2.0}
580,Yes,Yes,{2.0}
581,Yes,Yes,{2.0}
582,Yes,Yes,{2.0}
583,Yes,Yes,{2.0}
584,Yes,Yes,{2.0}
585,Yes,Yes,{2.0}
586,Yes,Yes,{2.0}
587,Yes,Yes,{2.0}
588,Do not know,Do not know,"{2.0, 4.0}"
589,Yes,Yes,{2.0}
590,Yes,Yes,{2.0}
591,Yes,Yes,{2.0}
592,Yes,Yes,{2.0}
593,Yes,Yes,{2.0}
594,Yes,Yes,{2.0}
595,Yes,Yes,{2.0}
596,Yes,Yes,{2.0}
597,Yes,Yes,{2.0}
598,Yes,Yes,{2.0}
599,Yes,Yes,{2.0}
600,Yes,Yes,{2.0}
601,Yes,Yes,{2.0}
602,Yes,Yes,{2.0}
603,Yes,Yes,{2.0}
604,Yes,Yes,{2.0}
605,Yes,Yes,{2.0}
606,Yes,Yes,{2.0}
607,Yes,Yes,{2.0}
608,Yes,Yes,{2.0}
609,Yes,Yes,{2.0}
610,Yes,Yes,{2.0}
611,Yes,Yes,{2.0}
612,Yes,Yes,{2.0}
613,Yes,Yes,{2.0}
614,Yes,Yes,{2.0}
615,Yes,Yes,{2.0}
616,Yes,Yes,{2.0}
617,Yes,Yes,{2.0}
618,Yes,Yes,{2.0}
619,Yes,Yes,{2.0}
620,Yes,Yes,{2.0}
621,Yes,Yes,{2.0}
622,Yes,Yes,{2.0}
623,Yes,Yes,{2.0}
624,Yes,Yes,{2.0}
625,Yes,Yes,{2.0}
626,Yes,Yes,{2.0}
627,Yes,Yes,{2.0}
628,Yes,Yes,{2.0}
629,Yes,Yes,{2.0}
630,Yes,Yes,{2.0}
631,Yes,Yes,{2.0}
632,Yes,Yes,{2.0}
633,Yes,Yes,{2.0}
634,Yes,Yes,{2.0}
635,Yes,Yes,{2.0}
636,Do not know,Do not know,"{2.0, 5.0}"
637,Yes,Yes,{2.0}
638,Yes,Yes,{2.0}
639,Yes,Yes,{2.0}
640,Yes,Yes,{2.0}
641,Yes,Yes,{2.0}
642,Yes,Yes,{2.0}
643,Yes,Yes,{2.0}
644,Yes,Yes,{2.0}
645,Yes,Yes,{2.0}
646,Yes,Yes,{2.0}
647,Yes,Yes,{2.0}
648,Yes,Yes,{2.0}
649,Yes,Yes,{2.0}
650,Yes,Yes,{2.0}
651,Yes,Yes,{2.0}
652,Yes,Yes,{2.0}
653,Yes,Yes,{2.0}
654,Yes,Yes,{2.0}
655,Yes,Yes,{2.0}
656,Yes,Yes,{2.0}
657,Yes,Yes,{2.0}
658,Yes,Yes,{2.0}
659,Yes,Yes,{2.0}
660,Yes,Yes,{2.0}
661,Yes,Yes,{2.0}
662,Yes,Yes,{2.0}
663,Yes,Yes,{2.0}
664,Yes,Yes,{2.0}
665,Yes,Yes,{2.0}
666,Yes,Yes,{2.0}
667,Yes,Yes,{2.0}
668,Yes,Yes,{2.0}
669,Yes,Yes,{2.0}
670,Yes,Yes,{2.0}
671,Yes,Yes,{2.0}
672,Yes,Yes,{2.0}
673,Yes,Yes,{2.0}
674,Yes,Yes,{2.0}
675,Yes,Yes,{2.0}
676,Yes,Yes,{2.0}
677,Do not know,Do not know,"{2.0, 4.0}"
678,Do not know,Do not know,"{2.0, 4.0}"
679,Do not know,Do not know,"{2.0, 3.0}"
680,Yes,Yes,{2.0}
681,Do not know,Do not know,"{2.0, 4.0}"
682,Yes,Yes,{2.0}
683,Yes,Yes,{2.0}
684,No,Do not know,"{1.0, 3.0, 4.0, 5.0, 6.0}"
685,Do not know,Do not know,"{3.0, 4.0, 5.0, 6.0}"
686,Do not know,Do not know,"{1.0, 3.0, 4.0, 6.0}"
687,Do not know,Do not know,"{2.0, 3.0}"
688,Do not know,Do not know,"{3.0, 4.0, 5.0, 6.0}"
689,Do not know,Do not know,"{3.0, 4.0, 6.0}"
690,Do not know,Do not know,"{3.0, 6.0}"
691,Do not know,Do not know,"{3.0, 6.0}"
692,Do not know,Do not know,"{3.0, 6.0}"
693,Do not know,Do not know,"{3.0, 6.0}"
694,Do not know,Do not know,"{1.0, 3.0}"
695,Do not know,Do not know,"{3.0, 6.0}"
696,Do not know,Do not know,"{3.0, 5.0}"
