,Robust,Stable,Classification
255,Yes,Yes,{0}
256,No,Yes,{0}
257,Do not know,Do not know,"{0, 1}"
258,Yes,Yes,{0}
259,Yes,Yes,{0}
260,No,Yes,{1}
261,Yes,Yes,{0}
262,Yes,Yes,{0}
263,No,Yes,{0}
264,Yes,Yes,{0}
265,Yes,Yes,{0}
266,Do not know,Do not know,"{0, 1}"
267,Yes,Yes,{0}
268,Do not know,Do not know,"{0, 1}"
269,Yes,Yes,{0}
270,Yes,Yes,{0}
271,Yes,Yes,{0}
272,No,Yes,{0}
273,Yes,Yes,{0}
274,No,Yes,{0}
275,Do not know,Do not know,"{0, 1}"
276,Do not know,Do not know,"{0, 1}"
277,Yes,Yes,{0}
278,Yes,Yes,{0}
279,Yes,Yes,{0}
280,Yes,Yes,{0}
281,Yes,Yes,{0}
282,Yes,Yes,{0}
283,Yes,Yes,{1}
284,Yes,Yes,{0}
285,Do not know,Do not know,"{0, 1}"
286,Yes,Yes,{0}
287,Yes,Yes,{0}
288,Do not know,Do not know,"{0, 1}"
289,Do not know,Do not know,"{0, 1}"
290,Do not know,Do not know,"{0, 1}"
291,Yes,Yes,{0}
292,Do not know,Do not know,"{0, 1}"
293,Do not know,Do not know,"{0, 1}"
294,Yes,Yes,{0}
295,Do not know,Do not know,"{0, 1}"
296,Do not know,Do not know,"{0, 1}"
297,Yes,Yes,{0}
298,Yes,Yes,{0}
299,Do not know,Do not know,"{0, 1}"
300,Yes,Yes,{0}
301,Yes,Yes,{0}
302,No,Yes,{0}
303,Yes,Yes,{0}
304,Do not know,Do not know,"{0, 1}"
305,Yes,Yes,{0}
306,Yes,Yes,{1}
307,Yes,Yes,{0}
308,Yes,Yes,{0}
309,Yes,Yes,{0}
310,Yes,Yes,{0}
311,Do not know,Do not know,"{0, 1}"
312,Do not know,Do not know,"{0, 1}"
313,Yes,Yes,{0}
314,Yes,Yes,{0}
315,Do not know,Do not know,"{0, 1}"
316,Do not know,Do not know,"{0, 1}"
317,Do not know,Do not know,"{0, 1}"
318,No,Yes,{0}
319,No,Yes,{0}
320,Yes,Yes,{0}
321,Yes,Yes,{0}
322,Yes,Yes,{0}
323,Yes,Yes,{0}
324,No,Yes,{0}
325,Do not know,Do not know,"{0, 1}"
326,Yes,Yes,{1}
327,Do not know,Do not know,"{0, 1}"
328,Yes,Yes,{1}
329,Yes,Yes,{0}
330,Yes,Yes,{0}
331,Do not know,Do not know,"{0, 1}"
332,Do not know,Do not know,"{0, 1}"
333,Yes,Yes,{0}
334,Do not know,Do not know,"{0, 1}"
335,Do not know,Do not know,"{0, 1}"
336,Yes,Yes,{1}
337,Do not know,Do not know,"{0, 1}"
338,Do not know,Do not know,"{0, 1}"
339,No,Yes,{1}
340,Yes,Yes,{0}
341,Do not know,Do not know,"{0, 1}"
342,Yes,Yes,{0}
343,Do not know,Do not know,"{0, 1}"
344,Do not know,Do not know,"{0, 1}"
345,Yes,Yes,{0}
346,Do not know,Do not know,"{0, 1}"
347,No,Yes,{1}
348,Yes,Yes,{0}
349,Yes,Yes,{0}
350,Do not know,Do not know,"{0, 1}"
351,Yes,Yes,{0}
352,Do not know,Do not know,"{0, 1}"
353,Yes,Yes,{0}
354,No,Yes,{0}
355,Yes,Yes,{0}
356,Yes,Yes,{0}
357,Yes,Yes,{0}
358,Do not know,Do not know,"{0, 1}"
359,Yes,Yes,{1}
360,Do not know,Do not know,"{0, 1}"
361,Yes,Yes,{0}
362,Do not know,Do not know,"{0, 1}"
363,Yes,Yes,{0}
364,Yes,Yes,{0}
365,Yes,Yes,{1}
366,No,Yes,{1}
367,Do not know,Do not know,"{0, 1}"
368,Do not know,Do not know,"{0, 1}"
369,Yes,Yes,{0}
370,Yes,Yes,{0}
371,Do not know,Do not know,"{0, 1}"
372,Yes,Yes,{0}
373,Yes,Yes,{0}
374,Yes,Yes,{0}
375,Yes,Yes,{0}
376,Do not know,Do not know,"{0, 1}"
377,Yes,Yes,{0}
378,Do not know,Do not know,"{0, 1}"
379,Yes,Yes,{0}
380,Yes,Yes,{0}
381,Do not know,Do not know,"{0, 1}"
382,Do not know,Do not know,"{0, 1}"
383,Do not know,Do not know,"{0, 1}"
384,Yes,Yes,{1}
385,Yes,Yes,{0}
386,Yes,Yes,{0}
387,Yes,Yes,{0}
388,Do not know,Do not know,"{0, 1}"
389,Yes,Yes,{0}
390,No,Yes,{0}
391,Yes,Yes,{0}
392,Yes,Yes,{0}
393,Yes,Yes,{0}
394,Yes,Yes,{0}
395,Yes,Yes,{0}
396,Yes,Yes,{1}
397,Yes,Yes,{0}
398,No,Yes,{1}
399,Do not know,Do not know,"{0, 1}"
400,Do not know,Do not know,"{0, 1}"
401,Yes,Yes,{1}
402,Do not know,Do not know,"{0, 1}"
403,Do not know,Do not know,"{0, 1}"
404,Yes,Yes,{0}
405,Do not know,Do not know,"{0, 1}"
406,Yes,Yes,{0}
407,Do not know,Do not know,"{0, 1}"
408,Do not know,Do not know,"{0, 1}"
409,Do not know,Do not know,"{0, 1}"
410,Yes,Yes,{0}
411,Yes,Yes,{0}
412,No,Yes,{1}
413,Do not know,Do not know,"{0, 1}"
414,Yes,Yes,{1}
415,Yes,Yes,{0}
416,Yes,Yes,{0}
417,Yes,Yes,{0}
418,Yes,Yes,{0}
419,Do not know,Do not know,"{0, 1}"
420,Yes,Yes,{0}
421,Do not know,Do not know,"{0, 1}"
422,Do not know,Do not know,"{0, 1}"
423,Do not know,Do not know,"{0, 1}"
424,Do not know,Do not know,"{0, 1}"
425,Yes,Yes,{0}
426,Yes,Yes,{0}
427,Yes,Yes,{0}
428,Do not know,Do not know,"{0, 1}"
429,Do not know,Do not know,"{0, 1}"
430,Yes,Yes,{0}
431,Yes,Yes,{0}
432,Yes,Yes,{0}
433,No,Yes,{0}
434,Yes,Yes,{0}
435,Yes,Yes,{0}
436,Yes,Yes,{0}
437,Yes,Yes,{0}
438,Do not know,Do not know,"{0, 1}"
439,Yes,Yes,{0}
440,Do not know,Do not know,"{0, 1}"
441,Yes,Yes,{0}
442,Yes,Yes,{0}
443,Do not know,Do not know,"{0, 1}"
444,Do not know,Do not know,"{0, 1}"
445,Yes,Yes,{0}
446,Yes,Yes,{0}
447,Yes,Yes,{0}
448,Yes,Yes,{0}
449,Do not know,Do not know,"{0, 1}"
450,Yes,Yes,{0}
451,Yes,Yes,{0}
452,Yes,Yes,{0}
453,Yes,Yes,{0}
454,Do not know,Do not know,"{0, 1}"
455,Do not know,Do not know,"{0, 1}"
456,Yes,Yes,{0}
457,Yes,Yes,{0}
458,Yes,Yes,{0}
459,Do not know,Do not know,"{0, 1}"
460,No,Yes,{0}
461,Yes,Yes,{0}
462,No,Yes,{1}
463,Yes,Yes,{0}
464,Do not know,Do not know,"{0, 1}"
465,Yes,Yes,{0}
466,Do not know,Do not know,"{0, 1}"
467,Yes,Yes,{0}
468,Do not know,Do not know,"{0, 1}"
469,Yes,Yes,{0}
470,Yes,Yes,{0}
471,Yes,Yes,{0}
472,Yes,Yes,{0}
473,Yes,Yes,{0}
474,Yes,Yes,{0}
475,No,Yes,{1}
476,Yes,Yes,{0}
477,Do not know,Do not know,"{0, 1}"
478,No,Yes,{0}
479,Do not know,Do not know,"{0, 1}"
480,Yes,Yes,{0}
481,Do not know,Do not know,"{0, 1}"
482,Yes,Yes,{0}
483,Do not know,Do not know,"{0, 1}"
484,Do not know,Do not know,"{0, 1}"
485,Do not know,Do not know,"{0, 1}"
486,Do not know,Do not know,"{0, 1}"
487,Yes,Yes,{0}
488,Yes,Yes,{0}
489,Yes,Yes,{0}
490,Yes,Yes,{0}
491,Yes,Yes,{0}
492,No,Yes,{1}
493,Do not know,Do not know,"{0, 1}"
494,Do not know,Do not know,"{0, 1}"
495,Do not know,Do not know,"{0, 1}"
496,Yes,Yes,{0}
497,Yes,Yes,{0}
498,Do not know,Do not know,"{0, 1}"
499,Do not know,Do not know,"{0, 1}"
500,Yes,Yes,{0}
501,Yes,Yes,{1}
502,Yes,Yes,{0}
503,Do not know,Do not know,"{0, 1}"
504,Yes,Yes,{0}
505,Do not know,Do not know,"{0, 1}"
506,No,Yes,{0}
507,Yes,Yes,{0}
508,Yes,Yes,{0}
509,Do not know,Do not know,"{0, 1}"
510,No,Yes,{0}
511,Do not know,Do not know,"{0, 1}"
512,Do not know,Do not know,"{0, 1}"
513,Do not know,Do not know,"{0, 1}"
514,Do not know,Do not know,"{0, 1}"
515,Do not know,Do not know,"{0, 1}"
516,Yes,Yes,{0}
517,Yes,Yes,{0}
518,Yes,Yes,{0}
519,Do not know,Do not know,"{0, 1}"
520,Yes,Yes,{0}
521,Yes,Yes,{0}
522,No,Yes,{0}
523,Yes,Yes,{0}
524,Do not know,Do not know,"{0, 1}"
525,Yes,Yes,{0}
526,Do not know,Do not know,"{0, 1}"
527,Yes,Yes,{0}
528,Do not know,Do not know,"{0, 1}"
529,Yes,Yes,{0}
530,Do not know,Do not know,"{0, 1}"
531,Do not know,Do not know,"{0, 1}"
532,Do not know,Do not know,"{0, 1}"
533,Do not know,Do not know,"{0, 1}"
534,Do not know,Do not know,"{0, 1}"
535,Do not know,Do not know,"{0, 1}"
536,No,Yes,{0}
537,Yes,Yes,{1}
538,No,Yes,{0}
539,Yes,Yes,{0}
540,No,Yes,{0}
541,Yes,Yes,{0}
542,Do not know,Do not know,"{0, 1}"
543,No,Yes,{1}
544,Yes,Yes,{0}
545,Yes,Yes,{0}
546,Yes,Yes,{0}
547,Do not know,Do not know,"{0, 1}"
548,Yes,Yes,{0}
549,Yes,Yes,{0}
550,Do not know,Do not know,"{0, 1}"
551,Yes,Yes,{0}
552,Yes,Yes,{0}
553,Do not know,Do not know,"{0, 1}"
554,Do not know,Do not know,"{0, 1}"
555,Yes,Yes,{0}
556,No,Yes,{0}
557,Yes,Yes,{0}
558,Yes,Yes,{0}
559,Yes,Yes,{0}
560,Yes,Yes,{0}
561,Yes,Yes,{0}
562,Do not know,Do not know,"{0, 1}"
563,Yes,Yes,{0}
564,Yes,Yes,{0}
565,Do not know,Do not know,"{0, 1}"
566,Do not know,Do not know,"{0, 1}"
567,Yes,Yes,{0}
568,Yes,Yes,{0}
569,Yes,Yes,{0}
570,Yes,Yes,{0}
571,Yes,Yes,{0}
572,Yes,Yes,{0}
573,Do not know,Do not know,"{0, 1}"
574,Do not know,Do not know,"{0, 1}"
575,Yes,Yes,{0}
576,Yes,Yes,{0}
577,Yes,Yes,{0}
578,Do not know,Do not know,"{0, 1}"
579,Yes,Yes,{1}
580,Yes,Yes,{1}
581,Do not know,Do not know,"{0, 1}"
582,Do not know,Do not know,"{0, 1}"
583,Yes,Yes,{0}
584,Yes,Yes,{0}
585,Yes,Yes,{0}
586,Yes,Yes,{0}
587,Yes,Yes,{0}
588,Yes,Yes,{1}
589,Yes,Yes,{0}
590,Do not know,Do not know,"{0, 1}"
591,Yes,Yes,{0}
592,Do not know,Do not know,"{0, 1}"
593,Yes,Yes,{1}
594,Yes,Yes,{0}
595,Yes,Yes,{0}
596,Yes,Yes,{0}
597,Yes,Yes,{0}
598,Yes,Yes,{0}
599,Yes,Yes,{0}
600,No,Yes,{0}
601,Do not know,Do not know,"{0, 1}"
602,Do not know,Do not know,"{0, 1}"
603,Yes,Yes,{0}
604,Yes,Yes,{1}
605,Yes,Yes,{0}
606,Yes,Yes,{0}
607,Yes,Yes,{1}
608,Yes,Yes,{0}
609,Yes,Yes,{0}
610,Yes,Yes,{0}
611,Do not know,Do not know,"{0, 1}"
612,Yes,Yes,{0}
613,Yes,Yes,{0}
614,Do not know,Do not know,"{0, 1}"
615,Yes,Yes,{0}
616,Yes,Yes,{0}
617,Yes,Yes,{0}
618,Yes,Yes,{1}
619,Yes,Yes,{0}
620,Yes,Yes,{0}
621,Yes,Yes,{0}
622,Yes,Yes,{0}
623,Yes,Yes,{0}
624,Do not know,Do not know,"{0, 1}"
625,Yes,Yes,{0}
626,Yes,Yes,{0}
627,Do not know,Do not know,"{0, 1}"
628,Do not know,Do not know,"{0, 1}"
629,Do not know,Do not know,"{0, 1}"
630,Yes,Yes,{0}
631,Do not know,Do not know,"{0, 1}"
632,Yes,Yes,{0}
633,Do not know,Do not know,"{0, 1}"
634,No,Yes,{0}
635,Yes,Yes,{0}
636,Yes,Yes,{1}
637,Yes,Yes,{0}
638,Yes,Yes,{0}
639,Yes,Yes,{0}
640,Yes,Yes,{0}
641,Do not know,Do not know,"{0, 1}"
642,Do not know,Do not know,"{0, 1}"
643,Yes,Yes,{0}
644,Do not know,Do not know,"{0, 1}"
645,No,Yes,{0}
646,Yes,Yes,{0}
647,Yes,Yes,{0}
648,Do not know,Do not know,"{0, 1}"
649,Yes,Yes,{0}
650,Do not know,Do not know,"{0, 1}"
651,No,Yes,{1}
652,Yes,Yes,{0}
653,Do not know,Do not know,"{0, 1}"
654,Do not know,Do not know,"{0, 1}"
655,Yes,Yes,{0}
656,Yes,Yes,{1}
657,Yes,Yes,{0}
658,Do not know,Do not know,"{0, 1}"
659,Do not know,Do not know,"{0, 1}"
660,Yes,Yes,{1}
661,Do not know,Do not know,"{0, 1}"
662,Do not know,Do not know,"{0, 1}"
663,Yes,Yes,{0}
664,Yes,Yes,{0}
665,Yes,Yes,{0}
666,Yes,Yes,{0}
667,Yes,Yes,{1}
668,Yes,Yes,{0}
669,Yes,Yes,{0}
670,Do not know,Do not know,"{0, 1}"
671,Yes,Yes,{0}
672,Do not know,Do not know,"{0, 1}"
673,Yes,Yes,{0}
674,Yes,Yes,{0}
675,Do not know,Do not know,"{0, 1}"
676,Do not know,Do not know,"{0, 1}"
677,Do not know,Do not know,"{0, 1}"
678,Yes,Yes,{0}
679,Yes,Yes,{0}
680,Do not know,Do not know,"{0, 1}"
681,Do not know,Do not know,"{0, 1}"
682,Do not know,Do not know,"{0, 1}"
683,Do not know,Do not know,"{0, 1}"
684,Yes,Yes,{0}
685,Yes,Yes,{0}
686,Yes,Yes,{0}
687,No,Yes,{0}
688,No,Yes,{0}
689,Do not know,Do not know,"{0, 1}"
690,Yes,Yes,{1}
691,No,Yes,{1}
692,Yes,Yes,{0}
693,Yes,Yes,{0}
694,No,Yes,{0}
695,Do not know,Do not know,"{0, 1}"
696,Yes,Yes,{0}
697,Yes,Yes,{0}
698,Do not know,Do not know,"{0, 1}"
699,Do not know,Do not know,"{0, 1}"
700,Yes,Yes,{0}
701,No,Yes,{0}
702,Do not know,Do not know,"{0, 1}"
703,Yes,Yes,{0}
704,Yes,Yes,{0}
705,Yes,Yes,{0}
706,Yes,Yes,{0}
707,No,Yes,{0}
708,Yes,Yes,{0}
709,Yes,Yes,{0}
710,Yes,Yes,{0}
711,Yes,Yes,{0}
712,Do not know,Do not know,"{0, 1}"
713,No,Yes,{1}
714,Do not know,Do not know,"{0, 1}"
715,Yes,Yes,{0}
716,Do not know,Do not know,"{0, 1}"
717,Yes,Yes,{0}
718,Yes,Yes,{0}
719,Do not know,Do not know,"{0, 1}"
720,Yes,Yes,{0}
721,Do not know,Do not know,"{0, 1}"
722,Yes,Yes,{1}
723,Yes,Yes,{0}
724,Do not know,Do not know,"{0, 1}"
725,Do not know,Do not know,"{0, 1}"
726,Yes,Yes,{0}
727,Do not know,Do not know,"{0, 1}"
728,Yes,Yes,{0}
729,Yes,Yes,{0}
730,Yes,Yes,{0}
731,Yes,Yes,{0}
732,Do not know,Do not know,"{0, 1}"
733,Yes,Yes,{0}
734,Do not know,Do not know,"{0, 1}"
735,Yes,Yes,{0}
736,Do not know,Do not know,"{0, 1}"
737,Yes,Yes,{0}
738,Do not know,Do not know,"{0, 1}"
739,Do not know,Do not know,"{0, 1}"
740,Do not know,Do not know,"{0, 1}"
741,Do not know,Do not know,"{0, 1}"
742,Do not know,Do not know,"{0, 1}"
743,Do not know,Do not know,"{0, 1}"
744,Yes,Yes,{1}
745,Yes,Yes,{0}
746,No,Yes,{0}
747,Do not know,Do not know,"{0, 1}"
748,Yes,Yes,{0}
749,Yes,Yes,{0}
750,Do not know,Do not know,"{0, 1}"
751,Yes,Yes,{0}
752,Do not know,Do not know,"{0, 1}"
753,Yes,Yes,{0}
754,Yes,Yes,{0}
755,Yes,Yes,{0}
756,Yes,Yes,{0}
757,Yes,Yes,{0}
758,Yes,Yes,{0}
759,Yes,Yes,{0}
760,Do not know,Do not know,"{0, 1}"
761,Yes,Yes,{0}
762,Yes,Yes,{0}
763,Yes,Yes,{0}
764,Do not know,Do not know,"{0, 1}"
765,Yes,Yes,{1}
766,Do not know,Do not know,"{0, 1}"
767,Yes,Yes,{0}
768,Do not know,Do not know,"{0, 1}"
769,Do not know,Do not know,"{0, 1}"
770,Do not know,Do not know,"{0, 1}"
771,Yes,Yes,{0}
772,Do not know,Do not know,"{0, 1}"
773,Yes,Yes,{0}
774,Yes,Yes,{0}
775,Yes,Yes,{0}
776,Yes,Yes,{0}
777,Yes,Yes,{0}
778,Yes,Yes,{0}
779,Yes,Yes,{0}
780,Yes,Yes,{0}
781,Do not know,Do not know,"{0, 1}"
782,Do not know,Do not know,"{0, 1}"
783,No,Yes,{1}
784,Yes,Yes,{0}
785,Yes,Yes,{0}
786,Yes,Yes,{1}
787,Yes,Yes,{0}
788,Yes,Yes,{0}
789,Yes,Yes,{0}
790,Yes,Yes,{0}
791,Do not know,Do not know,"{0, 1}"
792,Do not know,Do not know,"{0, 1}"
793,Do not know,Do not know,"{0, 1}"
794,Do not know,Do not know,"{0, 1}"
795,Yes,Yes,{0}
796,Yes,Yes,{0}
797,Yes,Yes,{0}
798,Yes,Yes,{0}
799,Yes,Yes,{0}
800,Yes,Yes,{0}
801,Do not know,Do not know,"{0, 1}"
802,Yes,Yes,{0}
803,No,Yes,{1}
804,Yes,Yes,{0}
805,No,Yes,{1}
806,Yes,Yes,{0}
807,Do not know,Do not know,"{0, 1}"
808,Yes,Yes,{0}
809,Do not know,Do not know,"{0, 1}"
810,Do not know,Do not know,"{0, 1}"
811,Yes,Yes,{0}
812,Do not know,Do not know,"{0, 1}"
813,Do not know,Do not know,"{0, 1}"
814,Yes,Yes,{0}
815,Yes,Yes,{1}
816,Yes,Yes,{0}
817,Do not know,Do not know,"{0, 1}"
818,Do not know,Do not know,"{0, 1}"
819,Do not know,Do not know,"{0, 1}"
820,Do not know,Do not know,"{0, 1}"
821,Yes,Yes,{0}
822,Do not know,Do not know,"{0, 1}"
823,No,Yes,{0}
824,Do not know,Do not know,"{0, 1}"
825,Do not know,Do not know,"{0, 1}"
826,Yes,Yes,{0}
827,Do not know,Do not know,"{0, 1}"
828,Yes,Yes,{0}
829,Do not know,Do not know,"{0, 1}"
830,No,Yes,{0}
831,Yes,Yes,{0}
832,Do not know,Do not know,"{0, 1}"
833,Do not know,Do not know,"{0, 1}"
834,Do not know,Do not know,"{0, 1}"
835,Yes,Yes,{0}
836,Yes,Yes,{0}
837,Yes,Yes,{0}
838,Do not know,Do not know,"{0, 1}"
839,Do not know,Do not know,"{0, 1}"
840,Do not know,Do not know,"{0, 1}"
841,No,Yes,{0}
842,Do not know,Do not know,"{0, 1}"
843,Yes,Yes,{0}
844,Yes,Yes,{0}
845,Do not know,Do not know,"{0, 1}"
846,Do not know,Do not know,"{0, 1}"
847,Yes,Yes,{0}
848,Do not know,Do not know,"{0, 1}"
849,No,Yes,{0}
850,Yes,Yes,{0}
851,Do not know,Do not know,"{0, 1}"
852,Yes,Yes,{1}
853,Do not know,Do not know,"{0, 1}"
854,Do not know,Do not know,"{0, 1}"
